ID,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Sodium Chlorate_Price_World,59.52298837976036,58.55631377304734,57.55428147363462,57.89904902576183,57.270806965429,56.47191166191865,56.35965122889645,51.652105813559174,46.27289817288758,41.840699592099114,39.93735776219083,40.21751975444083,39.085265149786984,37.619065665295864,37.342751723773674,PCDB,Price,Sodium Chlorate,Global,World,World,2022 USD/lb
Sodium Chlorate_Annual production_World,67.2,88.3,91.6,103.2,111.8,124.3,136.3,134.3,154.2,155.5,167.4,187.2,197.7,195.8,193.8,PCDB,Annual production,Sodium Chlorate,Global,World,World,million pounds
