ID,2013,2014,2015,2016,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_CA,1900.0,9900.0,18852.0,19762.0,43562.0,Lithium-Ion Battery Storage,Canada,kW,GESDB,Cumulative Rated Power,National,CA
Lithium-Ion Battery Storage_Cumulative Rated Capacity_CA,1998.0,7318.0,32770.0,33587.5,107787.5,Lithium-Ion Battery Storage,Canada,kWh,GESDB,Cumulative Rated Capacity,National,CA
