ID,2010,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_AE,8000.0,Sodium-Based Battery Storage,United Arab Emirates,kW,GESDB,Cumulative Rated Power,National,AE
Sodium-Based Battery Storage_Cumulative Rated Capacity_AE,48000.0,Sodium-Based Battery Storage,United Arab Emirates,kWh,GESDB,Cumulative Rated Capacity,National,AE
