ID,Country Name,Technology Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country Code,Unit,Data Source,Spatial Scale,Metric
Nitrogen Fertilizer_Annual Production_BI,Burundi,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BI,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_BI,Burundi,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BI,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_BI,Burundi,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BI,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_KH,Cambodia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,KH,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_KH,Cambodia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3700,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,KH,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_KH,Cambodia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,KH,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CM,Cameroon,Nitrogen Fertilizer,,,,,,,,,,,,,,,,1400,1400,,,,8500,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,CM,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CM,Cameroon,Phosphate Fertilizer,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,CM,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CM,Cameroon,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,CM,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CA,Canada,Nitrogen Fertilizer,307284,302359,314447,340674,377340,477906,470095,554179,671639,726155,805000,771615,802930,895000,774700,1204000,1577700,1673900,1708600,1755000,1825000,1897100,2370900,2542900,2825300,2466500,2762000,3000000,2706001,2842790,2904173,2971740,3850610,3801330,4018940,3864200,3654300,3737100,4141400,3831040,3331790,3087621,2905009,3048059,3109020,2309320,3234810,3192990,3129160,3361936,3443253,3358080,3820380,3707220,3994220,4122960,3735920,3822840,3927800,2726165.07,CA,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CA,Canada,Phosphate Fertilizer,236909,271664,320638,339432,418771,483955,488925,475312,450416,560000,721000,738419,696321,660920,610000,631800,650900,659600,702600,724000,658000,641100,687900,635500,630300,465200,436400,463900,440012,354042,463200,395471,446600,355000,381000,383000,372570,357800,273000,239720,317720,328000,292000,352000,294900,220000,245000,268800,278600,280300,322800,261800,285900,303600,290000,310900,241700,270000,241700,241700,CA,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CA,Canada,Potash Fertilizer,,358668,679780,1067221,1748939,1999678,2696191,2799615,3566189,3178800,3920000,3820000,5072800,5622700,4841700,5655400,6206500,6387000,7063000,7337000,6043000,5377800,7154000,7285000,6521500,7042500,7841300,8088900,7360100,7090800,7013915,7246900,6810300,8889300,7966200,8043600,9029200,9195100,8230500,9174000,8307000,8134432,9543776,10317152,8073079,10047000,10807200,6795000,7037400,10289400,9919200,9877000,9544200,10436400,11277600,10711800,12179400,13989800,12179400,12179400,CA,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CF,Central African Republic,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CF,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CF,Central African Republic,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CF,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CF,Central African Republic,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CF,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CL,Chile,Nitrogen Fertilizer,173812,172526,177742,183638,178844,157576,131873,102954,120314,101574,126636,108039,106654,111410,85268,95872,88890,90218,93863,100730,98220,90728,98080,112750,126700,122260,115000,115000,105000,110000,98000,126000,116000,97000,111000,111000,115000,97000,95000,112500,115000,115000,167555,120370,130750,122776,167056,207643,198198,190000,150000,130000,106000,0,0,0,48700,40900,40900,40900,CL,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CL,Chile,Phosphate Fertilizer,3304,4406,5804,7060,4773,6107,7423,10221,14446,22858,14217,31151,30020,26054,21362,7104,5901,,,,,,1600,3700,3700,5438,4054,4000,4000,5000,4000,4000,5000,5000,5000,4000,,,,,,,,30,246,,,,,,,,0,0,0,0,0,0,0,0,CL,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CL,Chile,Potash Fertilizer,54738,54333,55976,58531,59287,46027,24108,16000,17424,17743,23443,17983,21647,11293,13961,16662,12043,18705,24094,23380,23576,21840,21280,21600,21800,26900,28000,38000,32000,41000,37500,35300,30000,52000,52000,178800,235000,315000,362000,408000,390000,409000,391004,559000,528274,495347,499939,676163,759925,800000,980000,1050000,1050000,1100000,1200000,1200000,1100000,1200000,840000,900000,CL,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CN,China,Nitrogen Fertilizer,228000,410000,554000,817000,1184000,1619000,1178000,876000,1218000,1680000,2082000,2645000,3220000,3017000,3964000,4042000,5751000,7903100,9095900,10286000,10154000,10458000,11322500,12452000,11666700,11858500,13684900,13953700,14519300,14915500,15300700,15962619,15581034,16342016,19035070,21042778,20232134,21530000,22833057,21559100,22075728,23447106.03,25833600.19,27718904.86,27043617.59,27837301.66,31357046.07,31037963.41,31059147.35,34034088.78,33956549.6,35339720.97,36238276.63,39689047.45,40541064.15,37521517.25,34936915.66,32780197.13,32529245.11,32010545.38,CN,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CN,China,Phosphate Fertilizer,146000,155000,223000,368000,724000,985000,659000,465000,767000,950000,1125000,1303000,1634000,1451000,1596000,1485000,1781000,1108400,1869900,2367000,2593600,2888100,3023200,2730900,2115200,2410800,3340600,3766200,3807700,4196000,4641400,4700000,4240300,4946000,6091300,5822000,6419000,6713000,6430000,6687000,7451462,8105327,8848125,10242125,11158112,12035952,12657993,12262623,14234858,17107586.96,17745066.04,16636784.36,16390328.96,17485652.92,18614461.68,18633872.93,15060418.28,13279498.56,13277275.92,13258011.94,CN,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CN,China,Potash Fertilizer,2000,,1000,1000,1000,2000,4000,3000,3000,5000,12000,8000,7000,5000,7000,11000,21000,21000,15700,19800,24400,25000,29000,32000,23000,24000,39700,53800,32000,46000,98000,91000,70000,116500,223000,218000,170000,213000,218000,275000,395000,430000,620000,840000,1475000,1750000,2498800,2912200,3627800,3967600,4915100,5299500,5098900,6104700,6042200,6650400,5966062.8,6145883,6145883,6167769.93,CN,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_TW,"China, Taiwan Province of",Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94754,66920,110728,111560,103567,104259,95817,93528,105327.42,99641.01,105147.42,99792,93261.63,75682.32,85017.01,124571.37,122429.89,133207.62,68976.18,TW,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_TW,"China, Taiwan Province of",Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49327,42125,42125,37112,37952,85693,121723,73958,92586.96,82466.04,78184.36,61628.96,55552.92,42461.68,42772.93,49918.28,41898.56,39675.92,20411.94,TW,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_TW,"China, Taiwan Province of",Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1162.8,0,0,21886.93,TW,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CO,Colombia,Nitrogen Fertilizer,,10000,34885,48071,39000,35000,40000,41777,49537,61218,68539,77490,81336,86673,65547,66392,71600,59395,56669,41900,42200,48300,53940,60444,65065,97400,91386,97759,100400,99700,98800,85600,82100,95000,92700,109000,92300,93000,75500,76700,77762,81000,86200,77200,54700,67500,70200,70200,83300,116900,107800,80500,77700,98100,95400,84900,87200,92400,92400,92400,CO,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CO,Colombia,Phosphate Fertilizer,5000,6000,9100,8812,8033,4689,8000,6963,9609,26741,27871,39700,73322,69489,35700,32619,50000,50300,45500,45700,49500,30500,36339,80300,79300,82400,91400,92300,99400,99000,94900,74900,12300,10500,9300,10000,9200,9300,9300,7800,13882,6500,6500,54000,35000,45000,45000,50000,55000,55000,45000,85000,53500,67100,64000,65100,66100,70900,70900,70900,CO,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CO,Colombia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231000,,0,0,0,0,0,0,0,0,0,0,0,69000,86800,0,84000,86400,99800,99800,99800,CO,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CG,Congo,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,CG,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CG,Congo,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,CG,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CG,Congo,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,CG,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CK,Cook Islands,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,CK,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CK,Cook Islands,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,CK,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CK,Cook Islands,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,CK,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CR,Costa Rica,Nitrogen Fertilizer,,,18000,30000,10000,11600,16000,19000,12378,12047,17391,16201,27000,30000,30000,30791,32355,33100,36000,40000,42000,50000,36000,40500,30500,32000,30000,27700,24000,30200,39400,39900,49000,40600,44000,56000,41000,32000,52600,13400,500,,,,,,,,,,,,0,0,0,0,0,0,0,0,CR,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CR,Costa Rica,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,CR,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CR,Costa Rica,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,CR,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_HR,Croatia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279541,260800,273769,291000,305900,324131,248043,309838,328071,285300,262000,286064,335148,323223,332406,350988,353180,305455,357342,379467,345669,328380,342968,351518,342220.28,386829.69,323525.21,377740.37,364161.11,HR,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_HR,Croatia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118800,78991,87247,89958,86800,90000,96000,118000,99100,55000,50000,70009,69842,111741,123053,128343,119563,54632,68298,84977,70856,37007,27179,50694.95,50760.45,56317.35,56194.45,42172.05,37340.3,HR,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_HR,Croatia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,26998,23746,39716.75,40838.65,49454.95,45159.45,40955.85,36090.1,HR,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CU,Cuba,Nitrogen Fertilizer,,,,,,5000,10000,3000,,4537,5181,1607,20000,45900,82000,68700,49600,34300,131500,111900,142198,96050,91571,169062,175518,167174,156937,142114,145927,140000,120000,100000,70000,15000,55000,60000,62000,50000,50000,50000,50000,5053.14,7175.03,17189.86,9338.13,14173.52,15866.94,13967.12,9103.29,12044.26,15135.97,19844.06,21327.44,18945.26,19600,13400,9600,9400,9400,9400,CU,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CU,Cuba,Phosphate Fertilizer,10000,10822,10514,11000,15000,15000,9000,2118,3052,,1853,7698,9002,3112,8700,11200,10600,13500,7200,5200,5649,4144,2148,16221,19107,14126,17496,14628,14900,7000,7000,6000,6000,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CU,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CU,Cuba,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CU,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CY,Cyprus,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,2584,8910,,,,5304,16468,11192,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CY,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CY,Cyprus,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,3230,11417,,,,8165,38239,24109,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CY,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CY,Cyprus,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CY,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CZ,Czechia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194129,330100,302900,305000,264400,284386,269900,306053,296433,151212.29,225427.06,219162.37,187601.64,204493.32,229851.13,168859,233449.58,216718.88,173193.36,266251.82,162592.17,119148.28,173903.66,166095.81,145490.58,151287.37,113166.3,75349.21,CZ,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CZ,Czechia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27700,25000,30000,24800,24618,25600,18345,22115,17013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CZ,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CZ,Czechia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CZ,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CSK,Czechoslovakia,Nitrogen Fertilizer,146200,153916,153811,158382,219784,250523,244985,293632,336210,352141,336329,409500,413800,483300,496000,568000,605000,625000,650300,705000,674000,656000,685700,687500,689600,700000,625355,585758,674996,604001,535800,413700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSK,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CSK,Czechoslovakia,Phosphate Fertilizer,145022,156416,175831,227644,245808,256934,266127,259897,289373,313240,330802,334253,336378,380000,425000,411523,388900,367300,357483,360958,340470,335300,326166,343600,359561,335000,306853,313009,320000,290000,47000,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSK,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CI,Côte d'Ivoire,Nitrogen Fertilizer,,,,,,,,,,1800,2103,5925,4941,5965,4500,4400,4700,5000,4100,6117,2000,2500,1500,2300,2000,2000,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,CI,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CI,Côte d'Ivoire,Phosphate Fertilizer,,,,,,,,,,,3400,4777,6440,7447,1500,800,1500,2000,3000,2700,2700,3300,2000,3100,2600,2700,900,1500,2500,1500,2500,2700,2500,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,CI,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CI,Côte d'Ivoire,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,CI,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_KP,Democratic People's Republic of Korea,Nitrogen Fertilizer,84000,74000,83000,92000,105000,121000,130000,140000,157000,205000,220000,230000,240000,250000,260000,370000,440000,540000,550000,553000,600000,588000,608000,620000,630000,640000,650000,660000,660000,660000,660000,660000,660000,314000,75000,72000,72000,72000,72000,30000,7000,2000,2000,67000,67000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,22500,22500,KP,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_KP,Democratic People's Republic of Korea,Phosphate Fertilizer,45000,45000,45000,45000,58000,60000,63000,64000,69000,87000,98000,105000,81000,113000,115000,127000,127000,127000,127000,127000,130000,130000,130000,132000,135000,137000,137000,137000,137000,137000,137000,130000,130000,20000,20000,20000,20000,10000,32000,20000,20000,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KP,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_KP,Democratic People's Republic of Korea,Potash Fertilizer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KP,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CD,Democratic Republic of the Congo,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CD,Democratic Republic of the Congo,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CD,Democratic Republic of the Congo,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_DK,Denmark,Nitrogen Fertilizer,,,,25077,24583,45275,59601,68328,70664,73723,75063,77213,63593,81339,80033,109301,116836,121318,130936,146687,130703,161300,202514,186727,169284,157985,190600,191000,200400,184900,173400,171000,179000,163000,165000,150000,156000,150000,184000,131000,132000,116165,148459,92787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DK,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_DK,Denmark,Phosphate Fertilizer,90048,91150,90152,102865,99303,93034,85384,89820,94717,94538,95859,96831,103468,100706,87178,86627,98628,105624,115345,134931,107806,130395,146607,170159,151175,121305,165800,150300,136200,81100,72600,41000,51000,72000,58000,46000,47000,47000,38000,24000,23000,15000,15000,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DK,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_DK,Denmark,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DK,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_DM,Dominica,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,DM,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_DM,Dominica,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,DM,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_DM,Dominica,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,DM,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_DO,Dominican Republic,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DO,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_DO,Dominican Republic,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DO,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_DO,Dominican Republic,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DO,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_EC,Ecuador,Nitrogen Fertilizer,,,,,,,,2000,2755,2200,,1400,1500,2000,1726,1887,1581,1600,2488,2400,2500,3000,2100,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,EC,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_EC,Ecuador,Phosphate Fertilizer,,,,,,,,2000,4435,3300,,5200,2000,4000,4824,4967,4263,7400,7231,6700,7500,9500,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,EC,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_EC,Ecuador,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,EC,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_EG,Egypt,Nitrogen Fertilizer,106475,111240,114195,128100,149100,163300,146100,139800,117833,118342,120000,151800,50700,100200,150540,169913,195171,216456,263930,400472,482000,663400,639000,625000,690000,665000,650000,700000,700000,676123,823594,762307,862646,895100,1031000,1019400,943800,1111000,1268500,1287455,1578160,1557510,1558830,1584400,1552008,1750977,2286460,2618560,2723590,2800020,2687430,2391830,2660000,2660000,2200000,1800000,2800000,3700000,4200000,4500000,EG,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_EG,Egypt,Phosphate Fertilizer,25650,29400,31620,46360,42510,46330,52250,56850,59364,74298,73800,115517,81000,95000,77000,73718,88375,97800,93000,106000,116600,157000,123000,122000,168000,188000,198900,184000,180000,182200,159400,148000,126100,157081,162885,201600,195300,174000,168600,172990,193811,187000,190500,253000,288800,240800,264700,297500,243400,379580,410200,517410,424850,589830,402956.78,281412.68,408400,462800,462800,462800,EG,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_EG,Egypt,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,17900,25900,17000,11000,10900,9800,9800,9800,EG,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_SV,El Salvador,Nitrogen Fertilizer,,,,3000,4000,8000,5000,6000,8000,8000,7000,2000,7000,7000,5300,4455,12400,24449,15000,,,,,,,,3817,7729,5453,11169,9195,7615,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SV,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_SV,El Salvador,Phosphate Fertilizer,,,,,,,,1500,1500,2000,2200,3700,4000,1600,2400,3872,4521,3956,2000,,,,,,,,439,111,135,110,100,8900,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SV,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_SV,El Salvador,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SV,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_ER,Eritrea,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,ER,metric tons,FAOSTAT,National,Annual Production
