ID,Country Name,Technology Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country Code,Unit,Data Source,Spatial Scale,Metric
Phosphate Fertilizer_Annual Production_IT,Italy,Phosphate Fertilizer,423202,426853,454230,450851,512257,516074,552751,554117,540314,509933,504043,500049,441600,409689,269790,382560,497830,392375,523772,446923,395074,475818,452516,427173,405535,359785,450247,518000,435000,325000,388740,166000,167000,282000,216000,198000,170000,153000,158000,116000,49000,115524,50000,50000,0,68731.6,79172,121709.4,82461,122429.8,135138.6,124708,164052.6,151538.6,144487.8,123876.4,93096.8,93096.8,93096.8,93096.8,IT,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_IT,Italy,Potash Fertilizer,87346,114295,136475,168547,173259,175124,162213,184015,166460,155030,157218,130551,137073,165616,142050,141100,134210,134717,118064,95103,119890,134840,125331,140563,139934,112187,128126,159414,130548,6008,126100,25000,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IT,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_JM,Jamaica,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,JM,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_JM,Jamaica,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,JM,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_JM,Jamaica,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,JM,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_JP,Japan,Nitrogen Fertilizer,1088600,1151420,1298690,1394000,1615000,1789300,2034700,2098500,2130900,2105100,1915000,2199000,2138300,2340900,1557000,1171000,1446000,1457000,1458000,1202000,1253000,1126000,1077000,1235400,1054000,987900,985800,977000,946000,957000,931000,906000,867700,890900,872500,883400,829700,798600,802400,769217,680800,828913,771490,796224,767305,770545,769924,647184,621908,650283,610674,603223,596072,547850,536731,567975,556577,541702,524242.37,525463.04,JP,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_JP,Japan,Phosphate Fertilizer,493460,476325,543540,597000,588000,638900,710200,768000,729500,665300,685300,728900,735800,769400,585300,625000,696000,707000,744000,648000,580000,625000,647000,641300,623300,577000,530700,490000,445000,429000,425000,393000,383000,336000,307000,278000,263000,248900,234100,215700,378200,312253,302141,316957,306082,289991,296828,236220,236254,255783,236640,229645,203316,193817,181407,196102,196020,194008,188895.45,183099.96,JP,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_JP,Japan,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32200,36800,23200,21400,19600,15700,18000,,,,,,,,,,,,,,,0,0,0,0,0,0,0,JP,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_JO,Jordan,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,20952,54288,97380,91890,99160,108900,110700,108500,108000,107820,99644,84609,134900,131200,120780,127900,149600,145000,113600,121000,102960,90540,118440,118260,162260,158760,150020,119790,148770,159520,128860,132530,145790,109600,90500,121900,144900,144900,144900,JO,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_JO,Jordan,Phosphate Fertilizer,,,,,,,,,,,,,1600,2800,6900,7700,7100,7300,10000,13300,14718,53544,138736,248860,234830,253460,278300,282900,277200,274160,235000,254600,278300,344800,335500,308660,279426,338857,336000,234000,277240,263120,231380,302680,302220,331410,342730,315360,294230,336270,364430,283360,275140,294350,270100,220000,301700,365100,365100,365100,JO,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_JO,Jordan,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,168000,291000,544920,662400,720000,805000,810400,841591,818442,807612,822057,930200,1068000,1059200,849405,916169,1080100,1161593,1177521,1173600,1176000,1157400,1097400,1036000,1142100,1220000,690450,1218150,1411800,1149000,1112550,1335150,1413000,1202100,1392500,1486000,1486000,1486000,JO,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_KZ,Kazakhstan,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61500,95000,61000,74000,78700,17000,5100,7700,2700,8816,16400,20894,37985,4619,15753,71228,65736,48000,49743,69169,49941,90157.36,130589.1,139370.48,153654.06,161476.86,156278.06,162163.2,155548.26,KZ,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_KZ,Kazakhstan,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000,282000,70000,129000,125000,74000,10000,27200,5200,21095,78000,112476,120013,117532,93377,76616,117791,118000,7458,12093,13074,71585,87960,93170,92690,169303,140739,192804,195729,KZ,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_KZ,Kazakhstan,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,747,742,217,1293,2293,2478,1455,1621,757,573,209,KZ,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_KE,Kenya,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,KE,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_KE,Kenya,Phosphate Fertilizer,600,600,600,600,600,600,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,KE,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_KE,Kenya,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,KE,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_KW,Kuwait,Nitrogen Fertilizer,,,,,,17602,55600,68698,73705,85612,184605,269549,290500,275500,258700,228000,290818,310000,307100,217600,183000,237500,226800,284900,251300,343865,399780,384533,371700,203700,,118358,292800,324100,390800,356300,348500,361323,330740,287635,337937,255300,350520,336720,374440,455400,424120,442520,337640,443900,434700,402500,457240,378580,469500,509700,513300,257900,257900,257900,KW,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_KW,Kuwait,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KW,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_KW,Kuwait,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KW,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_KG,Kyrgyzstan,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,KG,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_KG,Kyrgyzstan,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,KG,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_KG,Kyrgyzstan,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,KG,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_LV,Latvia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,LV,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_LV,Latvia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LV,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_LV,Latvia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,LV,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_LB,Lebanon,Nitrogen Fertilizer,,,,,,7000,7000,10777,13000,14000,7400,2300,,,1200,1200,1200,1200,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_LB,Lebanon,Phosphate Fertilizer,5700,6897,6897,13300,9908,12000,14000,25940,30000,38900,35200,42800,65000,127600,67500,30000,66000,62000,98000,103000,51000,9600,5000,13900,,,,20000,15000,34000,40000,65000,64400,89000,81000,95000,115000,134000,85000,73400,79400,77000,73000,105000,106000,110000,125000,120000,75000,115000,116000,96000,80000,90000,100000,110000,110000,110000,110000,110000,LB,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_LB,Lebanon,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_LY,Libya,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,106600,151900,331360,278300,239940,302300,144300,180000,125000,125000,285700,268700,346600,409500,398800,383400,408200,386860,407100,365200,389600,422300,383900,384100,340400,357400,276900,280600,415000,75000,20000,219000,100700,169700,112200,118700,121000,121000,121000,LY,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_LY,Libya,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LY,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_LY,Libya,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LY,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_LT,Lithuania,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206700,176300,189000,294400,300200,322900,447300,454700,526000,490000,506617,548341,569801,670206,631092,751488,695420,676769,646986,849503,834331,688390,796073,875928.92,752646.02,928640.98,780374.32,865024.56,843058.4,LT,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_LT,Lithuania,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,40000,69000,120000,146100,192800,230500,299600,298000,174800,343693,381895,392679,400141,411136,437012,405152,426874,420849,397279,365603,377052,378023.72,377638.64,372006.93,382569.84,348442.01,328899.9,341686.43,LT,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_LT,Lithuania,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LT,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_LU,Luxembourg,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LU,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_LU,Luxembourg,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LU,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_LU,Luxembourg,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LU,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MG,Madagascar,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MG,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MG,Madagascar,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MG,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MG,Madagascar,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MG,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MW,Malawi,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,130,182,180,,0,0,0,0,0,0,0,0,0,0,MW,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MW,Malawi,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,MW,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MW,Malawi,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,MW,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MY,Malaysia,Nitrogen Fertilizer,,,,,,,16000,18000,31000,26000,42500,40000,46200,37000,34000,42000,43000,37400,37200,35200,20000,13900,21100,20700,41700,204400,283800,260000,273900,242000,270100,347800,341700,284300,290000,290000,231700,316600,399200,586700,582000,554300,510140,458160,593860,622311,558600,600300,609200,553900,614700,566500,551200,500800,529800,484400,743400,747900,747900,747900,MY,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MY,Malaysia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,26000,26000,24900,27000,35000,26600,30000,30000,24000,20800,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MY,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MY,Malaysia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MY,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MV,Maldives,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MV,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MV,Maldives,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MV,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MV,Maldives,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MV,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_ML,Mali,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_ML,Mali,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_ML,Mali,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MT,Malta,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,MT,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MT,Malta,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,MT,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MT,Malta,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,MT,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MH,Marshall Islands,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MH,Marshall Islands,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MH,Marshall Islands,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MU,Mauritius,Nitrogen Fertilizer,,,,,,,,,,,,,,1000,3900,6181,8800,8300,7900,8600,8310,7962,9037,7796,9208,10079,11401,11357,9000,11975,12409,14611,12632,15398,15600,16190,14321,14400,12400,16800,14550,15300,8599,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MU,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MU,Mauritius,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MU,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MU,Mauritius,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MU,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MX,Mexico,Nitrogen Fertilizer,60000,81500,121000,131700,134000,164500,265110,312753,390136,406962,427398,490929,542500,564045,606680,604484,611200,593415,641958,739485,877198,1067125,1044518,1187951,1304800,1249500,1339345,1330940,1497900,1358900,1453300,1345600,1262000,1268100,1314000,1487400,1290900,1190200,948300,702900,605400,273628,204562,275000,368249,248415,308843,359578,327245,443561,473416,501456,690200,645300,611600,548500,544700,513400,513400,239601.56,MX,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MX,Mexico,Phosphate Fertilizer,43517,50000,50000,56159,67478,83500,97306,104439,164031,173033,200032,209223,239486,253324,257018,251195,282053,226952,226583,201002,236432,250321,266493,242552,267700,240000,368440,374800,447500,383300,488400,383000,322100,373000,423000,434000,462800,479400,515900,434900,327200,115237,102137,144187,79555,56243,98168,108123,201572,548362,547763,493719,491100,470000,462100,539200,482500,505300,505300,205658.4,MX,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MX,Mexico,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,MX,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MN,Mongolia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,MN,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MN,Mongolia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,MN,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MN,Mongolia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,MN,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_ME,Montenegro,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,ME,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_ME,Montenegro,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,ME,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_ME,Montenegro,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,ME,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MA,Morocco,Nitrogen Fertilizer,,,,,,,2100,1137,4597,12800,19841,11836,14250,10500,18700,13300,20900,25600,19600,36300,26200,40500,57300,34700,58000,61800,83400,232900,273100,344400,339800,296100,369800,265500,269200,257700,261900,271000,279200,300000,356400,338650,308000,329160,264100,298940,275500,197940,336880,498332,562687,641867,540007.42,572898.19,621676.56,803835.56,1222800,1135100,1135100,1135100,MA,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MA,Morocco,Phosphate Fertilizer,12799,15593,21115,28925,41476,106578,110000,153434,127414,99500,144758,154234,172500,150300,116000,110000,184800,242000,157400,177000,199000,295900,491300,338200,468500,466500,536600,969800,935800,1179900,1074400,995200,1171000,894000,935800,990000,923900,958560,955600,1122000,1230600,1148270,1118380,1057160,1042130,1154570,1168400,922200,1178120,1840329,2070791,2398675,1999230.32,2257863,2031414.22,2764620,4023400,3715400,3715400,3715400,MA,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MA,Morocco,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,MA,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MZ,Mozambique,Nitrogen Fertilizer,,,,,,,,,,667,2070,9400,8000,3000,2500,4700,5900,6000,4700,7000,3100,2000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,MZ,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MZ,Mozambique,Phosphate Fertilizer,,,,,,,,120,108,111,669,2800,1100,900,1400,900,1400,900,1100,400,2000,600,200,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,MZ,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MZ,Mozambique,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,MZ,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MM,Myanmar,Nitrogen Fertilizer,,,,,,,,,,15679,32467,36800,36800,43328,47354,55490,53000,57524,61600,59800,60000,51200,60000,86500,115000,140300,136200,98600,88300,70300,69000,44600,50000,68800,65500,73600,56100,51600,65500,77100,27600,20400,30000,40000,46058,52925,50614,48823,32097,16235,76273,95963,77034.82,78269.92,66539.46,36228.22,23023,23023,57678.94,90843.76,MM,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MM,Myanmar,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,MM,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MM,Myanmar,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,MM,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_NA,Namibia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,NA,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_NA,Namibia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,NA,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_NA,Namibia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,NA,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_NR,Nauru,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,NR,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_NR,Nauru,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,NR,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_NR,Nauru,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,NR,metric tons,FAOSTAT,National,Annual Production
