ID,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Vinyl Chloride_Price_World,53.340527398193785,49.788296500436395,45.412556348602074,43.3190690391287,40.99780161122486,35.69124099139349,30.63651001258284,28.709909989612427,24.81974196705769,24.98749662810651,23.177253378099113,PCDB,Price,Vinyl Chloride,Global,World,World,2022 USD/lb
Vinyl Chloride_Annual production_World,1312.0,1435.0,1615.0,2000.0,2500.0,2424.0,2969.0,3736.0,4040.0,4336.0,5089.0,PCDB,Annual production,Vinyl Chloride,Global,World,World,million pounds
