1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Technology Name,Country Name,Spatial Scale,Metric,Unit,Country Code,ID
625000000.0,624000000.0,684000000.0,652000000.0,615000000.0,580000000.0,642000000.0,1388000000.0,2248000000.0,2854000000.0,3676000000.0,4207000000.0,5618000000.0,7951000000.0,9201000000.0,11563000000.0,9983000000.0,12340000000.0,11523000000.0,11809000000.0,11518000000.0,12862000000.0,11766000000.0,11395000000.0,12513000000.0,12745000000.0,14134000000.0,15494000000.0,14121000000.0,12981000000.0,10700000000.0,11466000000.0,12587000000.0,14470300000.0,14648000000.0,16039887000.000002,17764262000.0,22556900999.999996,27139909000.0,26103093000.0,27923972000.0,22915559000.0,23476666999.999996,27607577999.999996,28525561000.0,30249158000.0,28276387000.000004,27693726000.0,33198040000.0,35156073999.99999,32598856000.0,29897914000.000004,Energy Research Company Brazil,Ethanol,Brazil,National,Annual Production,Liters,BR,Ethanol_Annual Production_BR
