ID,1991,1997,1998,1999,2000,2002,2004,2007,2008,2010,2011,2012,2013,2014,2015,2016,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Latent Heat Storage_Cumulative Rated Power_US,4425.0,5355.0,5505.0,5505.0,6005.0,6129.0,9329.0,9529.0,17939.0,18126.0,20651.0,25451.0,32573.0,78828.0,83836.0,87453.0,93453.0,Latent Heat Storage,United States,kW,GESDB,Cumulative Rated Power,National,US
Latent Heat Storage_Cumulative Rated Capacity_US,53100.0,60540.0,61440.0,61440.0,64940.0,66056.0,85656.0,86606.0,144882.3,145984.34999999998,161359.34999999998,214409.34999999998,260982.95999999996,579677.96,609677.96,624645.96,636645.96,Latent Heat Storage,United States,kWh,GESDB,Cumulative Rated Capacity,National,US
