ID,2014,2015,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_GN,90.0,200.0,300.0,Lithium-Ion Battery Storage,Guinea,kW,GESDB,Cumulative Rated Power,National,GN
Lithium-Ion Battery Storage_Cumulative Rated Capacity_GN,360.0,800.0,1200.0,Lithium-Ion Battery Storage,Guinea,kWh,GESDB,Cumulative Rated Capacity,National,GN
