ID,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Metric,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Unit
Onshore Wind Energy_Levelized Cost of Energy_World,0.35072867197627416,0.34240906388520603,0.3179618967655256,0.28262999988446585,0.27431300847852813,0.2269620135292935,0.21014214551371738,0.2232501044607401,0.21429548273111856,0.2146544842285786,0.22590493585372579,0.21209206803524808,0.22222832528989905,0.198692680328402,0.17451422730158955,0.1635489954254331,0.1614042015370395,0.17369121457142975,0.15192919537781327,0.14043741392225398,0.12307634995110174,0.12474508152012613,0.11707358119107653,0.12023627308365012,0.10941731026902438,0.11511429166423043,0.11265524630114379,0.10918344751228763,0.10321965944432294,0.09455827440497055,0.09543121062040369,0.08579982489630782,0.07377377752862067,0.06831126652594617,0.06414318986139612,0.05443043122052144,0.04770369543466778,0.039728277718561814,0.03543475956517241,Levelized Cost of Energy,Onshore Wind Energy,World,World,Global,IRENA,2022 USD/kWh
