ID,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Country Name,Country Code,Spatial Scale,Unit,Data Source,Technology Name,Metric
Submarine Cables_Cumulative Length_World,193.0,709.0,1151.0,2097.0,2543.0,11802.0,15921.0,18986.0,63542.0,83016.0,162213.0,277823.0,423765.0,518284.0,534587.0,546896.0,571818.0,603472.0,610709.0,655123.0,724178.0,785128.0,814782.0,876375.0,893282.0,923669.0,942954.0,1006258.0,1080363.0,1154326.0,1185801.0,1254422.0,1299801.0,World,World,Global,kilometers,TeleGeography,Submarine Cables,Cumulative Length
