ID,2016,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_NZ,36.0,286.0,Lithium-Ion Battery Storage,New Zealand,kW,GESDB,Cumulative Rated Power,National,NZ
Lithium-Ion Battery Storage_Cumulative Rated Capacity_NZ,141.48,6641.48,Lithium-Ion Battery Storage,New Zealand,kWh,GESDB,Cumulative Rated Capacity,National,NZ
