ID,2014,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel Battery Storage_Cumulative Rated Power_FR,100.0,100.0,Flywheel Battery Storage,France,kW,GESDB,Cumulative Rated Power,National,FR
Flywheel Battery Storage_Cumulative Rated Capacity_FR,100.0,100.0,Flywheel Battery Storage,France,kWh,GESDB,Cumulative Rated Capacity,National,FR
