ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Nickel-Based Battery_Cumulative Rated Power_QA,2000.0,Nickel-Based Battery,Qatar,kW,GESDB,Cumulative Rated Power,National,QA
Nickel-Based Battery_Cumulative Rated Capacity_QA,0.0,Nickel-Based Battery,Qatar,kWh,GESDB,Cumulative Rated Capacity,National,QA
