ID,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Country Name,Country Code,Spatial Scale,Data Source,Metric,Unit,Technology Name
Air-Source Heat Pumps_Annual Production_US,1626365,1886100,2136525,2118469,1898905,1865310,1642064,1747920,1765002,1697796,1968632,2353990,2269196,2429867,2619782,2920080,3110888,3418478,3916766,4334479,United States,US,National,AHRI,Annual Production,-,Air-Source Heat Pumps
