ID,2009,2012,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_FR,1000.0,1120.0,1140.0,Sodium-Based Battery Storage,France,kW,GESDB,Cumulative Rated Power,National,FR
Sodium-Based Battery Storage_Cumulative Rated Capacity_FR,7200.0,7340.4,7410.4,Sodium-Based Battery Storage,France,kWh,GESDB,Cumulative Rated Capacity,National,FR
