ID,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Caprolactam_Price_World,290.24864939952664,266.33172131906804,241.2439203229586,221.75490149263314,170.62828728221893,138.4982691216716,127.2634729068935,116.77727974997043,113.37436332819527,105.2650727460355,103.14490601215977,PCDB,Price,Caprolactam,Global,World,World,2022 USD/lb
Caprolactam_Annual production_World,163.8,187.6,245.7,290.0,319.0,328.6,400.0,480.0,508.0,574.7,640.0,PCDB,Annual production,Caprolactam,Global,World,World,million pounds
