ID,2009,2012,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_CL,12000.0,52000.0,64000.0,Lithium-Ion Battery Storage,Chile,kW,GESDB,Cumulative Rated Power,National,CL
Lithium-Ion Battery Storage_Cumulative Rated Capacity_CL,12000.0,25000.0,28960.0,Lithium-Ion Battery Storage,Chile,kWh,GESDB,Cumulative Rated Capacity,National,CL
