ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_GF,1600.0,Sodium-Based Battery Storage,French Guiana,kW,GESDB,Cumulative Rated Power,National,GF
Sodium-Based Battery Storage_Cumulative Rated Capacity_GF,4480.0,Sodium-Based Battery Storage,French Guiana,kWh,GESDB,Cumulative Rated Capacity,National,GF
