ID,2011,2012,2013,2014,2015,2016,2017,2018,2019,Country Name,Country Code,Spatial Scale,Unit,Technology Name,Metric,Data Source
Smartphone Usage_Share of Population_US,0.35,0.45,0.54,0.57,0.68,0.73,0.73,0.77,0.81,United States,US,National,%,Smartphone Usage,Share of Population,OWID
