ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Zinc-Based Battery_Cumulative Rated Power_MG,938.0,Zinc-Based Battery,Madagascar,kW,GESDB,Cumulative Rated Power,National,MG
Zinc-Based Battery_Cumulative Rated Capacity_MG,45024.0,Zinc-Based Battery,Madagascar,kWh,GESDB,Cumulative Rated Capacity,National,MG
