ID,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,Country Name,Country Code,Spatial Scale,Unit,Technology Name,Metric,Data Source
Disk Brakes_Share of Market_US,0.01,0.035,0.073,0.152,0.265,0.435,0.585,0.74,0.81,0.875,0.92,0.97,0.99,1.0,1.0,0.99,0.975,0.99,1.0,United States,US,National,%,Disk Brakes,Share of Market,OWID
