ID,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Country Name,Country Code,Spatial Scale,Unit,Technology Name,Metric,Data Source
Ebook Reader_Share of Population_US,0.02,0.05,0.1,0.19,0.24,0.251,0.26,0.266,0.272,0.275,United States,US,National,%,Ebook Reader,Share of Population,OWID
