ID,1968,1971,1979,1983,1997,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_PL,200000.0,356000.0,856000.0,1572000.0,1654800.0,Pumped Hydro Storage,Poland,kW,GESDB,Cumulative Rated Power,National,PL
Pumped Hydro Storage_Cumulative Rated Capacity_PL,0.0,0.0,2000000.0,2000000.0,2000000.0,Pumped Hydro Storage,Poland,kWh,GESDB,Cumulative Rated Capacity,National,PL
