ID,2013,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Heat Thermal Battery Storage_Cumulative Rated Power_FR,12000.0,21000.0,Heat Thermal Battery Storage,France,kW,GESDB,Cumulative Rated Power,National,FR
Heat Thermal Battery Storage_Cumulative Rated Capacity_FR,12000.0,21000.0,Heat Thermal Battery Storage,France,kWh,GESDB,Cumulative Rated Capacity,National,FR
