ID,2019,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_AU,30.0,Sodium-Based Battery Storage,Australia,kW,GESDB,Cumulative Rated Power,National,AU
Sodium-Based Battery Storage_Cumulative Rated Capacity_AU,30.0,Sodium-Based Battery Storage,Australia,kWh,GESDB,Cumulative Rated Capacity,National,AU
