ID,2010,2012,2013,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_ES,106.0,1106.0,2206.0,3576.0,Lithium-Ion Battery Storage,Spain,kW,GESDB,Cumulative Rated Power,National,ES
Lithium-Ion Battery Storage_Cumulative Rated Capacity_ES,106.0,676.0,3776.0,4245.0,Lithium-Ion Battery Storage,Spain,kWh,GESDB,Cumulative Rated Capacity,National,ES
