ID,1944,1978,1996,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_CZ,45000.0,495000.0,1145000.0,Pumped Hydro Storage,Czech Republic,kW,GESDB,Cumulative Rated Power,National,CZ
Pumped Hydro Storage_Cumulative Rated Capacity_CZ,219600.0,2523600.0,5721600.0,Pumped Hydro Storage,Czech Republic,kWh,GESDB,Cumulative Rated Capacity,National,CZ
