2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Data Source,Unit,Technology Name,Spatial Scale,Metric,Country Name,Country Code,ID
86950.0,67230.0,62620.0,57620.0,65330.0,66530.0,76330.0,95220.0,101190.0,89790.0,120910.0,151180.0,151260.0,Statista,-,Air-Source Heat Pumps,National,Annual Production,Norway,NO,Air-Source Heat Pumps_Annual Production_NO
