ID,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-Acid Battery Storage_Cumulative Rated Power_KE,100.0,Lead-Acid Battery Storage,Kenya,kW,GESDB,Cumulative Rated Power,National,KE
Lead-Acid Battery Storage_Cumulative Rated Capacity_KE,400.0,Lead-Acid Battery Storage,Kenya,kWh,GESDB,Cumulative Rated Capacity,National,KE
