ID,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Vinyl Acetate_Price_World,109.25836297664202,104.76158071843196,99.25560824928995,94.22684767544379,81.43779994352072,75.90908818821006,73.9550562631213,75.6288592314645,71.25065855778107,65.31488101421894,53.60913040139793,46.73321012226627,40.739669746326925,PCDB,Price,Vinyl Acetate,Global,World,World,2022 USD/lb
Vinyl Acetate_Annual production_World,251.0,278.0,318.0,405.0,440.0,512.0,606.0,603.0,718.0,730.0,803.0,931.0,1211.0,PCDB,Annual production,Vinyl Acetate,Global,World,World,million pounds
