ID,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Primary Magnesium_Price_World,9.338015598885793,7.668825626740946,5.2752701949860725,5.873659052924791,6.007509192200557,5.598085236768801,5.542970473537603,5.52722339832869,5.3067643454038995,5.377626183844011,4.920961002785515,4.842225626740946,3.7556774373259048,3.3383799442896933,2.8423470752089135,2.7714852367688017,2.7006233983286907,2.417176044568245,2.165222841225627,2.0313727019498606,2.0392462395543176,2.15734930362117,2.2518317548746514,2.204590529247911,2.3699348189415037,2.3699348189415037,2.551026183844011,2.8423470752089135,2.85022061281337,2.7714852367688017,2.7321175487465177,2.684876323119777,2.6533821727019498,2.6218880222841223,2.5903938718662953,2.5431526462395544,2.50378495821727,2.4329231197771586,2.409302506963788,2.3305671309192197,PCDB,Price,Primary Magnesium,Global,World,World,2022 USD/lb
Primary Magnesium_Annual production_World,,587.0,500.0,500.0,1000.0,2000.0,2000.0,2000.0,2270.0,2410.0,5325.0,6261.0,16295.0,48963.0,183584.0,157100.0,32819.0,5290.0,12344.0,10003.0,11598.0,15726.0,40926.0,105776.0,93075.0,69729.0,61135.0,68356.0,81253.0,30096.0,31033.0,40070.0,40745.0,68955.0,75845.0,79488.0,81361.0,79794.0,97028.0,98000.0,PCDB,Annual production,Primary Magnesium,Global,World,World,short tons
