ID,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Unit,Data Source,Metric,Spatial Scale,Technology Name,Country Name,Country Code
Television Receivers_Price_SK,,,,,,,,,,,,,,0.0006337690458880222,0.0005987007576869652,0.0005775182262120355,0.0005515585542075604,0.0004939551409887536,0.00042028941790297694,0.0003784029138303195,0.000397516391386858,0.0003795830668983237,million USD/unit,UN Industrial Commodity Statistics Database,Price,National,Television Receivers,Slovakia,SK
Television Receivers_Price_ES,,,,,,,,,,,0.0005791311795547041,0.0008464076233779171,0.0009717473889041356,,0.0005612163171188089,,,,,,,,million USD/unit,UN Industrial Commodity Statistics Database,Price,National,Television Receivers,Spain,ES
Television Receivers_Price_SE,,,,,,,,,,,9.427215862806314e-05,,,,,7.142278854783709e-05,2.021662821336271e-05,1.96732271862021e-05,2.1492319931980773e-05,2.0407241749064085e-05,1.6598994182046285e-05,1.6490760021829644e-05,million USD/unit,UN Industrial Commodity Statistics Database,Price,National,Television Receivers,Sweden,SE
Television Receivers_Price_TR,,,,,,,,,,,0.00016576250250178515,0.00017033164702360792,0.00019473010047971895,0.000168051131686299,,,,,0.0001831163177462151,0.00017610294457387685,,,million USD/unit,UN Industrial Commodity Statistics Database,Price,National,Television Receivers,Turkey,TR
Television Receivers_Price_UZ,,,,,,,,,,,,,,,,,,,,,,0.00019967128335497775,million USD/unit,UN Industrial Commodity Statistics Database,Price,National,Television Receivers,Uzbekistan,UZ
Radio Receivers_Price_BD,,,,,,,0.006549263453244098,0.007110662678501601,0.00784850174782541,0.00841169903998527,0.008673658424406474,0.008683968512325368,,,,,,,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Bangladesh,BD
Radio Receivers_Price_BR,,,,,,0.15503630998905157,0.1147270831005131,0.12541269137330674,0.1289920674610693,0.11084527640844821,0.10690096900691473,0.09923582961662777,0.11766646293303487,0.10083107993747399,0.09319667557674284,0.09257390601032733,0.11596924410507807,0.09007817238720266,0.05595861329029581,0.05180702983890375,0.0429095268109463,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Brazil,BR
Radio Receivers_Price_CL,,,,,,,,,,,,,,,,,,,0.1110498928722,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Chile,CL
Radio Receivers_Price_CZ,,,,,,,,,,,,,0.0796827488856324,0.16134431731634227,0.09982753622935099,0.08826573740261218,,,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Czechia,CZ
Radio Receivers_Price_DK,0.9105002983987348,0.9692954845048596,0.8476723742457715,0.8580588012081032,0.83543730019482,0.740418190414664,0.633390074935561,0.6935351665902917,0.9748152922805867,1.017902657127264,1.2976785085135163,0.7206281720606696,0.06516309741755501,,,,0.03874532123001636,0.029642412297785033,0.022606100390720505,0.023513812614718684,0.023227266371057927,0.011999421682409962,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Denmark,DK
Radio Receivers_Price_EC,,,,,,,,,,,,,,,,,,,,,0.1775878024337867,0.2115296535608204,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Ecuador,EC
Radio Receivers_Price_EG,,,,,,,,,,,,,,,,,,,,5.347550107228231e-05,5.482414559623744e-05,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Egypt,EG
Radio Receivers_Price_EE,,,,,,,,,,,,,,,,0.1693932165646946,0.0,0.0,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Estonia,EE
Radio Receivers_Price_FR,,,,,0.11256759012849882,0.1084461418238169,0.10452129447628562,0.16063477928842748,0.15522654290027244,,,,,,,,,,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,France,FR
Radio Receivers_Price_DE,0.15825992273414174,0.17189989062270977,0.15154513841251735,0.15138293343094464,0.24004958209010321,0.2044068395966785,0.20363133266717973,,,,,,,,,,0.4268212021430522,,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Germany,DE
Radio Receivers_Price_HU,,,,,,,,0.06798090056488001,0.09162153285034906,0.11156339793834014,0.1522729409385863,0.13791713571206998,0.161507690156824,0.21967159942065317,0.2018644927186025,0.22344237450268548,0.32275048672712564,0.195230699970415,0.1486583109998924,0.14052048175669798,0.11003293571765042,0.10903131751235409,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Hungary,HU
Radio Receivers_Price_IQ,,,,,,,,,,,,0.011338398597311517,,,,,,,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Iraq,IQ
Radio Receivers_Price_IE,,,,,0.3018058359785759,0.4543028766591806,0.4111333996763895,0.45320710334263054,0.5067114030550328,0.08694244592008483,,,,,,,,,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Ireland,IE
Radio Receivers_Price_JP,,,0.0575296233715756,0.03835747214453457,0.04728618295900138,0.05214954303552035,0.07895690285748559,0.04771846233063753,0.06845587578140197,0.06664182182349558,0.0654380649009908,0.06226615483173447,0.06767138383949281,0.04109616283107256,0.05130611380759209,0.06275056826686595,0.06742308294727074,0.08066399476602783,0.04904828728677922,0.04216740297691005,0.04533532234737514,0.01570048767249727,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Japan,JP
Radio Receivers_Price_MX,0.2201517055267222,0.19293625022755514,0.18928956497562055,0.21004642240280105,0.1908134375206264,0.18105169718576483,0.1798189056672126,0.15279415803542304,0.13690850029245982,0.14715169917512783,0.16875190022519052,0.15973209320752482,,,,,,,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Mexico,MX
Radio Receivers_Price_NG,,,,,,,0.0012644942546561036,0.0011664739162327586,0.0010884438842291354,0.0010584194968900817,0.0010714301340694961,,,,,,,,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Nigeria,NG
Radio Receivers_Price_PL,,,,,,,,,,,0.016160671007220913,,,,,,,,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Poland,PL
Radio Receivers_Price_PT,,0.1216532096454794,0.10738957859077768,0.11075027731832661,0.10284334172994056,0.08788331988137744,0.08503564149513708,0.08715787388143684,0.12400582870042585,0.12901945259774633,0.12014894055455791,0.11220233558272454,0.12710104070558595,0.13253245382554218,0.10991851471883902,0.1020695245469327,0.12742117511101664,0.11850883176060467,0.10209496915686195,0.1012968622052998,0.08999220187303775,0.10512518130523418,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Portugal,PT
Radio Receivers_Price_RO,,,,,,,,0.004915985059035675,inf,,,,,,,,,,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Romania,RO
Radio Receivers_Price_ES,,,,,,,,,,0.20986023046325916,0.11305413484192726,0.10800188828839934,0.11861787366055866,0.1446742210787151,0.1266615428881494,0.13494135969563018,0.29531339401106843,0.14105885170724367,,0.17132624679961417,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Spain,ES
Radio Receivers_Price_SE,,,0.2619551700836715,0.209647082407593,0.24205958821226267,0.14552475453384667,0.1936270402743445,,,,0.04865944940251564,0.05626793134689314,0.10198807144082156,0.1113884782139478,0.09505865715258699,0.05155915780612029,,,0.04752220884422365,0.05080212523911164,0.045058209283865884,0.044392949049911166,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Sweden,SE
Radio Receivers_Price_TR,,,,,,,,,,,,,,,,,,,0.005248809370339275,0.01422039246531466,0.0030994034088842695,0.003895424166138212,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,Turkey,TR
Radio Receivers_Price_GB,,,,,,,,,,,,,,,,,0.25534290819062694,0.2462684349537782,0.2515008215422037,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Radio Receivers,United Kingdom,GB
Potassic Fertilizers_Price_AZ,,,,,,,,0.056155744651152584,,,,,,,,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Azerbaijan,AZ
Potassic Fertilizers_Price_BR,,,,,,,,,,,,,,,0.8509427950009133,0.6957152244634499,0.6722391021940801,0.6721217409673904,0.4587451801109457,0.43293095943488025,1.0579373936803276,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Brazil,BR
Potassic Fertilizers_Price_CL,,,,,,,,,,,,,,,,,,,0.42353876382631744,0.431964616200748,,0.6239754581321805,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Chile,CL
Potassic Fertilizers_Price_HR,,,,,,,,,,,,,,,,,,,,,,3.0869865345781,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Croatia,HR
Potassic Fertilizers_Price_DK,,,,,,,,,,,,,,,,,,,,,,2.7563761133066405,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Denmark,DK
Potassic Fertilizers_Price_EC,,,,,,,,,,,,,,,,,,0.721422534798295,0.5414984746787143,3.1006622667981913,0.4709296207393183,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Ecuador,EC
Potassic Fertilizers_Price_EG,,,,,,,,,,,,,,,,,,,,1.27161595932177,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Egypt,EG
Potassic Fertilizers_Price_FI,,,,,0.17223324072746074,0.17429959739977646,0.1535629210497584,0.130920408199658,0.17261436615868012,0.16121959687615753,0.12570035208165767,0.0886560757355166,0.09801019141378099,0.36765272281523825,1.0838137023626853,0.4443990743949942,0.5414980451715085,0.5316614552695483,0.5090829579088983,0.5444017990460003,0.534858968974967,0.5031691324669428,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Finland,FI
Potassic Fertilizers_Price_DE,,,,,,,,0.22556229286111812,0.2645672161867632,0.28378234173831823,0.30358450485934263,0.3523438972102635,0.38857540158534093,0.5624556380912669,,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Germany,DE
Potassic Fertilizers_Price_GR,,,,,,,,,,,,,,,,,,,0.6169497417355081,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Greece,GR
Potassic Fertilizers_Price_IT,,,,,,,,,,,,,,,,,,,,,,0.5345806113223286,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Italy,IT
Potassic Fertilizers_Price_LT,,,,,,,,,,,,,,,,,,,,,,0.3618380904936204,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Lithuania,LT
Potassic Fertilizers_Price_PT,,,,,,,,,,,,,,,,,,,,,,0.37440601586467354,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Portugal,PT
Potassic Fertilizers_Price_ES,,,,,,,,,,,,,,,,,,,,0.5592107201570494,0.5157050931192009,0.42540316558710894,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Spain,ES
Potassic Fertilizers_Price_SE,,,,,,,,,,,,,,0.11949797755328813,0.20826520911483828,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Sweden,SE
Potassic Fertilizers_Price_UZ,,,,,,,,,,,,,,,,,,,,,,0.23673573403319956,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Potassic Fertilizers,Uzbekistan,UZ
Caustic Soda_Price_AZ,,,,,,0.27158823166506757,0.2392849515441704,0.2953024748528467,0.20784560434099186,0.1786219446595461,0.17108020980052843,0.29122766019250645,0.3666036852222971,0.41017216153312713,0.4425535471782618,0.4810902857739339,0.5460136440004931,0.6253712356015869,,1.2749450976767,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Azerbaijan,AZ
Caustic Soda_Price_BD,,,,,,,0.47748245252636184,0.4590123640711081,0.4563760223615929,,,,,,,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Bangladesh,BD
Caustic Soda_Price_BE,,,,,,,,,,,,,,,,,,,,,,0.32667787985995256,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Belgium,BE
Caustic Soda_Price_BR,,,,,,0.18452686475345575,0.3000516918658989,0.19588733837677683,0.19805139774731412,0.3584372150148329,0.4434198170777844,0.39758103033507014,0.36632024575386174,0.6226956749380245,0.32992766943098084,0.3873607323474448,0.408324968531204,0.43474187967522104,0.3644783255223199,0.32132996865717073,0.23665889817221644,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Brazil,BR
Caustic Soda_Price_HR,,,,,,,,,,,,,,,,,,,,,,2.8224842423578598,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Croatia,HR
Caustic Soda_Price_CZ,,,,,,,0.12314402779341765,0.2519027835474616,0.21991749786054748,,,,,0.45868729880669024,0.45848925677466773,,,,,0.4028604486542217,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Czechia,CZ
Caustic Soda_Price_DK,0.002817476066794289,0.0030686386563281414,0.0019860245486964787,0.0034150815690157164,0.011148637841405459,,,,,,,,,,,,,,,,,0.2224185658197125,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Denmark,DK
Caustic Soda_Price_EC,,,,,,,,,,0.10019913020078092,0.16251610093142949,0.14261513963712202,0.1642267005806348,0.17678401522359657,0.11883608741393947,0.27831063733951045,0.0992812304718494,0.8356553728982639,0.8373443376926318,0.480697683966527,0.250359258326447,313.8295566409257,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Ecuador,EC
Caustic Soda_Price_EG,,,,,0.2850669223912913,0.2694639148607272,0.34444635102020227,0.3376072263468714,0.26376317223513274,0.67906755304627,0.32273295084890796,0.26135737492247346,,0.3328610541799991,0.3033737165799863,,0.1573463381235365,0.2311257750676275,,0.30613319155313307,0.30991841874388587,0.18375464016360238,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Egypt,EG
Caustic Soda_Price_SV,,0.0,6.052495309316136,0.09202453987730061,,,,,,,,,,,,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,El Salvador,SV
Caustic Soda_Price_FI,,,0.33761638125422866,0.2656467397995583,0.24204846258922405,0.19336475904344128,0.3379773927145379,0.1800714757580101,0.2220323607659418,0.23082064567197136,0.31881443547097943,0.3900948587010622,0.4548786314093497,0.5533476417315064,0.2525023562505733,0.1765104977789228,0.29248922345411416,0.2696544878388744,0.3018990858040963,0.25601016855369985,0.24012704492868073,0.2535755575082457,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Finland,FI
Caustic Soda_Price_FR,,,,,0.3326861980549138,0.2654101638498397,0.4380819783111487,0.2740743449296976,0.14730738005146388,,,,,,,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,France,FR
Caustic Soda_Price_DE,0.1461688382699016,,0.1146350307153628,,,,,,,,,,,,0.2719170176314002,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Germany,DE
Caustic Soda_Price_GR,0.3270018008347382,0.314550993929409,0.29857304119265926,0.23200799893827617,,,,,,,,,,,,,,,0.4724044485996486,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Greece,GR
Caustic Soda_Price_HU,,,,,,,,0.17164177724623014,0.17735338166674203,0.16550472553803142,0.29042531711407893,0.27284098261798156,0.29991269702198103,0.4011588587046919,,,,,,0.35337352669516964,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Hungary,HU
Caustic Soda_Price_IN,,,,,,,,,0.18062225223498876,0.20157433290873067,0.21032947262026475,,,,,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,India,IN
Caustic Soda_Price_IQ,,,,,,,,,,0.19663749877101427,,,,,,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Iraq,IQ
Caustic Soda_Price_IE,,0.7911977139628912,,,,,,,,,,,,,,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Ireland,IE
Caustic Soda_Price_IT,,,,,,,,,0.1349071980600612,0.1578352184757243,,,,,,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Italy,IT
Caustic Soda_Price_JP,,,0.28798365221378497,0.264870243143544,0.2968974609796094,0.29796691602848285,0.2711165310989613,0.24889535405463464,0.2524392732709538,0.2632220774163743,0.27436828969798205,0.26352743565348835,0.2597289777313934,0.3205381907349113,0.41107582529029624,0.41992202484363284,0.45626980186117777,0.5041230309793755,0.40964119660600407,0.4069326783479253,0.319405732828747,0.3219207303201871,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Japan,JP
Caustic Soda_Price_MX,0.23245776418662187,0.23659231282005827,0.22573596112730482,0.23687688739679197,0.22839755654212382,0.20683129174425713,0.2875098358235124,0.1903403009474269,0.19279983780185544,0.203179764924057,0.3037467343431219,0.2956670720542951,0.29735238076355713,0.6152221594872243,0.509230241505268,0.38352827440491943,0.4866379236757196,0.56627841113442,0.5653110662795471,0.5173836871514699,0.38683559109295174,0.3797042197427787,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Mexico,MX
Caustic Soda_Price_NL,,,,,,,,,,,,,,,,,,,,449.13206730846616,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Netherlands,NL
Caustic Soda_Price_NO,,,,,,,,0.1561722956254909,,,,,,,,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Norway,NO
Caustic Soda_Price_PL,,,,,,0.0844400803486222,0.14814698741590443,0.11631436197133352,0.11532687116734654,0.11364471418269366,0.11877227440074843,0.09444351181942302,0.2070060716921737,0.2719551545950077,0.2428853319987969,0.20217404059807803,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Poland,PL
Caustic Soda_Price_PT,0.35373311877703695,0.35236244105613734,0.2637064803993158,0.27064363524028234,0.24601415097963125,0.21515910293557006,0.2148569626523874,0.2230983572735664,0.2670337294783731,0.2759273400535432,0.3346874798076131,0.3454531547071841,0.3747457254031438,0.44566223915481995,,,,,0.4992653366841609,0.4200976469282545,0.36202126085640157,0.38820446726639996,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Portugal,PT
Caustic Soda_Price_RO,,,,,,,,0.09919938604219242,0.07902546583662567,0.08918086890615513,0.14443925744655936,0.14777530348772536,0.19311333599033376,0.25664780629042183,,,0.23293684098650122,0.2956254671801809,0.32804286967825325,0.35608612912987836,0.3311897161365766,0.32938484442554306,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Romania,RO
Caustic Soda_Price_SK,,,,,,,,,,,,0.2414310793783103,0.2507549487217385,0.3609507407323084,0.39501370748760023,0.3046073128004211,0.40014911985192453,0.414496901599024,0.46992702949321546,0.34514063409293294,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Slovakia,SK
Caustic Soda_Price_ES,,,,,,,,,,,,0.1938257724449442,0.30562484251600325,0.4051160757042062,0.319020924238453,0.23263803492776522,0.346221998427334,0.36062116084797213,0.3630747660623692,0.27440982487701326,0.26643596428867966,0.2731791664991984,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Spain,ES
Caustic Soda_Price_SE,,,,,,,0.25275476062657687,0.16152774080578025,0.19112001151591784,,,,,0.4826839631786962,0.45701606564938085,,0.4713150663086182,0.49043709674005065,0.5196410420616611,0.5002533551265148,0.46348744430566824,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Sweden,SE
Caustic Soda_Price_TR,,,,,,,,,,,0.3229515609813514,0.3278830994224126,0.39609326623439123,0.551738158945034,0.3518323562322278,0.2482763511076688,,,,,,0.17043540163035753,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Turkey,TR
Caustic Soda_Price_GB,,,,0.24874507080994926,0.1694715711443629,,,,,,,,,,,,,,,,,,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,United Kingdom,GB
Caustic Soda_Price_UZ,,,,,,,,,,,,,,,,,,,,,,21.203160117396656,thousand USD/metric ton,UN Industrial Commodity Statistics Database,Price,National,Caustic Soda,Uzbekistan,UZ
Bicycles and Other Cycles_Price_AZ,,,,,,,,,,,,2.945429150499737e-06,5.8266650475915e-06,,,,,,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Bicycles and Other Cycles,Azerbaijan,AZ
Bicycles and Other Cycles_Price_BD,,,,,,,0.029342850061856836,0.029115612558401643,0.030527986686889844,0.03151560785781408,0.029155621430542383,0.01602161098971626,,,,,,,,,,,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Bicycles and Other Cycles,Bangladesh,BD
Bicycles and Other Cycles_Price_BE,,,,,,,,,,,,,,,,,,,,,,0.8523516917265397,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Bicycles and Other Cycles,Belgium,BE
Bicycles and Other Cycles_Price_BA,,,,,,,,,,,,,,,,,,,,0.11765172606472883,,0.11301088184942691,thousand USD/unit,UN Industrial Commodity Statistics Database,Price,National,Bicycles and Other Cycles,Bosnia and Herzegovina,BA
