ID,1954,1956,1961,1963,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1977,1978,1979,1981,1984,1985,1987,1991,1994,1995,2007,2010,2012,2013,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_US,8500.0,193500.0,433500.0,873500.0,1273500.0,2903500.0,4046500.0,4470500.0,4590500.0,5030500.0,5340500.0,6584500.0,11912700.0,12512700.0,12762700.0,14925900.0,15133900.0,15333900.0,16603900.0,20206900.0,20406700.0,21471700.0,21516700.0,22611700.0,23111700.0,24111700.0,24451700.0,24601700.0,28701700.0,29601700.0,Pumped Hydro Storage,United States,kW,GESDB,Cumulative Rated Power,National,US
Pumped Hydro Storage_Cumulative Rated Capacity_US,0.0,0.0,0.0,3520000.0,5920000.0,5920000.0,7216000.0,10608000.0,10608000.0,10608000.0,10608000.0,19090020.0,89056020.0,92056020.0,92056020.0,131963084.0,131963084.0,134363084.0,134363084.0,165293984.0,168824450.0,194384450.0,194384450.0,194384450.0,200384450.0,210714450.0,213354450.0,214584450.0,325664450.0,329664450.0,Pumped Hydro Storage,United States,kWh,GESDB,Cumulative Rated Capacity,National,US
