ID,1794,1802,1804,1819,1821,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1855,1859,1860,1861,Country Name,Country Code,Spatial Scale,Unit,Data Source,Technology Name,Metric
Canals_Total Length_US,30,52,79,155,203,625,687,772,943,1029,1485,1597,1915,2085,2292,2446,2464,2632,2777,2941,3236,3236,3248,3315,3405,3405,3489,3501,3603,3639,3792,4228,4235,4246,4254,4261,United States,US,National,miles,Isard,Canals,Total Length
