ID,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Country Name,Country Code,Spatial Scale,Data Source,Metric,Unit,Technology Name
Carbon Capture and Sequestration_Installed Capacity_World,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.2,1.2,1.2,1.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,9.2,9.2,9.2,9.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.9,12.9,21.3,21.3,21.3,27.2,28.2,30.0,30.8,33.2,33.8,37.5,World,World,Global,IPCC,Installed Capacity,GW,Carbon Capture and Sequestration
