ID,1984,1986,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_AR,224000.0,974000.0,Pumped Hydro Storage,Argentina,kW,GESDB,Cumulative Rated Power,National,AR
Pumped Hydro Storage_Cumulative Rated Capacity_AR,0.0,0.0,Pumped Hydro Storage,Argentina,kWh,GESDB,Cumulative Rated Capacity,National,AR
