ID,2011,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Heat Thermal Battery Storage_Cumulative Rated Power_IN,1000.0,Heat Thermal Battery Storage,India,kW,GESDB,Cumulative Rated Power,National,IN
Heat Thermal Battery Storage_Cumulative Rated Capacity_IN,16000.0,Heat Thermal Battery Storage,India,kWh,GESDB,Cumulative Rated Capacity,National,IN
