ID,2014,2016,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel Battery Storage_Cumulative Rated Power_CA,2000.0,7000.0,12000.0,Flywheel Battery Storage,Canada,kW,GESDB,Cumulative Rated Power,National,CA
Flywheel Battery Storage_Cumulative Rated Capacity_CA,500.0,1000.0,1500.0,Flywheel Battery Storage,Canada,kWh,GESDB,Cumulative Rated Capacity,National,CA
