ID,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Acrylonitrile_Price_World,186.96738997347634,159.76532681297337,124.9217138346154,105.92495742955623,98.96315550195267,112.2613847696302,112.68329544852072,87.48502219930474,79.82782879511835,80.41748835781065,77.11149469806215,68.90172084140237,61.95940411156214,62.49862230036095,PCDB,Price,Acrylonitrile,Global,World,World,2022 USD/lb
Acrylonitrile_Annual production_World,232.3,229.2,249.5,360.1,455.3,594.2,771.6,716.1,670.8,1021.0,1156.6,1039.3,978.9,1114.7,PCDB,Annual production,Acrylonitrile,Global,World,World,million pounds
