ID,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Compressed Air Energy Storage_Cumulative Rated Power_CA,1000.0,2160.0,Compressed Air Energy Storage,Canada,kW,GESDB,Cumulative Rated Power,National,CA
Compressed Air Energy Storage_Cumulative Rated Capacity_CA,4000.0,6160.0,Compressed Air Energy Storage,Canada,kWh,GESDB,Cumulative Rated Capacity,National,CA
