1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Technology Name,Spatial Scale,Metric,Country Name,Country Code,ID
0.0,100.0,100.0,1400.0,1700.0,900.0,900.0,1500.0,3900.0,4000.0,3800.0,4000.0,5500.0,5300.0,7400.0,16700.0,18000.0,44400.0,42700.0,40500.0,46500.0,51300.0,73900.0,97300.0,112800.0,166000.0,379800.0,368100.0,Statista,Air-Source Heat Pumps,National,Annual Production,Netherlands,NL,Air-Source Heat Pumps_Annual Production_NL
