ID,1974,2020,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_IE,292000.0,293500.0,Pumped Hydro Storage,Ireland,kW,GESDB,Cumulative Rated Power,National,IE
Pumped Hydro Storage_Cumulative Rated Capacity_IE,1752000.0,1761000.0,Pumped Hydro Storage,Ireland,kWh,GESDB,Cumulative Rated Capacity,National,IE
