ID,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Country Name,Country Code,Data Source,Spatial Scale,Unit,Metric,Technology Name
Radio_Total Number_GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,23.0,32.0,,,,,,,100.0,110.0,120.0,130.0,174.0,218.0,262.0,306.0,365.0,425.0,485.0,545.0,644.0,743.0,783.0,861.0,851.0,841.0,832.0,893.0,936.0,985.0,985.0,987.0,990.0,1442.0,1894.0,2346.0,2798.0,3250.0,3300.0,3350.0,3400.0,3450.0,3500.0,3666.0,3833.0,4000.0,4000.0,4000.0,4049.0,4098.0,4148.0,4199.0,4250.0,4299.0,4348.0,4398.0,4449.0,4500.0,5000.0,5020.0,5040.0,5060.0,,,,,,,,,,Greece,GR,CHAT,National,-,Total Number,Radio
Radio_Total Number_TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.0,900.0,950.0,1020.0,1065.0,1200.0,1225.0,1251.0,1277.0,,,,,,,,,,Turkmenistan,TM,CHAT,National,-,Total Number,Radio
Radio_Total Number_PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,36.0,57.0,79.0,100.0,121.0,143.0,180.0,217.0,293.0,370.0,446.0,523.0,600.0,725.0,850.0,975.0,1100.0,1225.0,1327.0,1429.0,1531.0,1633.0,1674.0,1716.0,1758.0,1800.0,1800.0,1825.0,1850.0,1875.0,1900.0,2000.0,2100.0,2427.0,2804.0,3240.0,3744.0,4327.0,5000.0,5600.0,6200.0,6900.0,7700.0,8600.0,8900.0,9100.0,9400.0,9700.0,10000.0,11000.0,11500.0,12000.0,12500.0,,,,,,,,,,Philippines,PH,CHAT,National,-,Total Number,Radio
Radio_Total Number_AO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,116.0,118.0,125.0,135.0,145.0,172.0,203.0,241.0,285.0,338.0,400.0,359.0,322.0,290.0,260.0,279.0,299.0,321.0,345.0,370.0,600.0,630.0,661.0,695.0,,,,,,,,,,Angola,AO,CHAT,National,-,Total Number,Radio
Radio_Total Number_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,166.0,208.0,250.0,377.0,438.0,500.0,542.0,585.0,627.0,670.0,752.0,835.0,918.0,1001.0,1084.0,1167.0,1250.0,1500.0,1750.0,2001.0,2502.0,3004.0,3507.0,4007.0,4508.0,5010.0,6239.0,7769.0,9674.0,12046.0,15000.0,16100.0,17300.0,18600.0,20000.0,21500.0,22500.0,23600.0,24600.0,25800.0,26500.0,27100.0,27700.0,28300.0,28900.0,29500.0,31000.0,31500.0,32000.0,32500.0,,,,,,,,,,Indonesia,ID,CHAT,National,-,Total Number,Radio
Radio_Total Number_DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.0,1500.0,1550.0,1600.0,550.0,650.0,675.0,700.0,751.0,803.0,854.0,906.0,958.0,1010.0,1562.0,2115.0,2667.0,3220.0,3429.0,3651.0,3888.0,4141.0,4409.0,4695.0,5000.0,5250.0,5456.0,5635.0,5820.0,5986.0,6157.0,6333.0,6514.0,6700.0,6870.0,7100.0,7338.0,7583.0,,,,,,,,,,Algeria,DZ,CHAT,National,-,Total Number,Radio
Radio_Total Number_ZM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,57.0,55.0,53.0,51.0,55.0,75.0,80.0,100.0,113.0,127.0,143.0,161.0,181.0,204.0,230.0,259.0,291.0,320.0,370.0,416.0,469.0,528.0,550.0,581.0,615.0,650.0,678.0,706.0,736.0,767.0,800.0,1000.0,1030.0,1060.0,1090.0,,,,,,,,,,Zambia,ZM,CHAT,National,-,Total Number,Radio
Radio_Total Number_HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,10.0,15.0,20.0,25.0,25.0,26.0,27.0,27.0,28.0,29.0,30.0,49.0,68.0,87.0,106.0,125.0,126.0,127.0,128.0,135.0,142.0,136.0,140.0,145.0,147.0,149.0,150.0,155.0,184.0,219.0,261.0,311.0,370.0,440.0,523.0,654.0,818.0,1023.0,1279.0,1600.0,1670.0,1742.0,1818.0,1897.0,1980.0,2042.0,2106.0,2172.0,2240.0,2310.0,2380.0,2450.0,2520.0,2600.0,,,,,,,,,,Honduras,HN,CHAT,National,-,Total Number,Radio
Radio_Total Number_AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,6.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0,11.0,12.0,15.0,18.0,21.0,24.0,29.0,35.0,41.0,47.0,53.0,59.0,65.0,70.0,76.0,82.0,88.0,94.0,100.0,106.0,112.0,115.0,120.0,125.0,126.0,130.0,131.0,135.0,204.0,308.0,465.0,702.0,1060.0,1600.0,1659.0,1720.0,1838.0,1965.0,2101.0,2245.0,2400.0,2550.0,2750.0,2970.0,3200.0,,,,,,,,,,Afghanistan,AF,CHAT,National,-,Total Number,Radio
Radio_Total Number_NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,285.0,301.0,,,,,,,414.0,420.0,426.0,432.0,447.0,463.0,479.0,495.0,502.0,511.0,521.0,531.0,550.0,570.0,580.0,587.0,745.0,903.0,1061.0,1219.0,1377.0,1535.0,1693.0,1851.0,2009.0,2167.0,2325.0,2700.0,2702.0,2704.0,2715.0,2725.0,2750.0,2752.0,2755.0,2793.0,2831.0,2870.0,2910.0,2950.0,2989.0,3028.0,3068.0,3109.0,3150.0,3210.0,3292.0,3376.0,3462.0,3550.0,3700.0,3750.0,3800.0,3850.0,,,,,,,,,,New Zealand,NZ,CHAT,National,-,Total Number,Radio
Radio_Total Number_AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,1112.0,,,,,,,1200.0,1300.0,1400.0,1500.0,2200.0,2327.0,2454.0,2582.0,2710.0,2838.0,2966.0,3094.0,3222.0,3350.0,3500.0,4175.0,4850.0,5525.0,6200.0,6600.0,7000.0,8000.0,9000.0,8500.0,9000.0,9500.0,10000.0,9031.0,8062.0,7093.0,6125.0,6150.0,6500.0,8500.0,9000.0,9500.0,10000.0,10250.0,10500.0,14443.0,19966.0,20496.0,21041.0,21600.0,21800.0,22130.0,22465.0,22805.0,23150.0,23500.0,23850.0,24300.0,24758.0,25226.0,,,,,,,,,,Argentina,AR,CHAT,National,-,Total Number,Radio
Radio_Total Number_BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,43.0,45.0,48.0,50.0,50.0,50.0,70.0,80.0,80.0,87.0,88.0,90.0,100.0,101.0,103.0,105.0,110.0,110.0,110.0,110.0,114.0,118.0,122.0,136.0,150.0,164.0,180.0,196.0,215.0,235.0,245.0,256.0,267.0,278.0,290.0,350.0,370.0,391.0,413.0,,,,,,,,,,Burkina Faso,BF,CHAT,National,-,Total Number,Radio
Radio_Total Number_RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,30.0,31.0,39.0,48.0,56.0,65.0,79.0,97.0,118.0,144.0,175.0,199.0,227.0,258.0,294.0,335.0,355.0,377.0,400.0,424.0,450.0,464.0,479.0,494.0,509.0,525.0,550.0,601.0,657.0,718.0,,,,,,,,,,Rwanda,RW,CHAT,National,-,Total Number,Radio
Radio_Total Number_UY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,279.0,300.0,320.0,341.0,362.0,389.0,417.0,444.0,472.0,500.0,600.0,700.0,800.0,900.0,1000.0,970.0,940.0,910.0,955.0,1000.0,1000.0,1075.0,1080.0,1000.0,1250.0,1500.0,1500.0,1550.0,1575.0,1600.0,1625.0,1630.0,1648.0,1666.0,1684.0,1703.0,1722.0,1741.0,1760.0,1781.0,1801.0,1822.0,1844.0,1865.0,1880.0,1895.0,1910.0,1925.0,1940.0,1955.0,1970.0,1985.0,2000.0,,,,,,,,,,Uruguay,UY,CHAT,National,-,Total Number,Radio
Radio_Total Number_ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,525.0,657.0,788.0,919.0,1050.0,1181.0,1313.0,1511.0,1709.0,1907.0,2105.0,2284.0,2464.0,2717.0,3037.0,3358.0,3679.0,4000.0,4550.0,5920.0,6475.0,6951.0,7042.0,7108.0,7174.0,7587.0,8000.0,8037.0,8075.0,8190.0,9020.0,9241.0,9468.0,9700.0,10000.0,10300.0,10600.0,11000.0,11300.0,11400.0,11600.0,11700.0,11900.0,12000.0,12090.0,12180.0,12270.0,12360.0,12450.0,13000.0,13100.0,13200.0,13300.0,,,,,,,,,,Spain,ES,CHAT,National,-,Total Number,Radio
Radio_Total Number_CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,34.0,51.0,59.0,70.0,84.0,104.0,150.0,231.0,300.0,357.0,418.0,464.0,504.0,549.0,593.0,,,,,,,1924.0,1988.0,2055.0,2123.0,2194.0,2267.0,2342.0,2420.0,2501.0,2584.0,2670.0,2759.0,2851.0,2946.0,3044.0,3104.0,3165.0,3228.0,3291.0,3356.0,3422.0,3490.0,3558.0,3628.0,3700.0,3850.0,4000.0,4160.0,4330.0,4500.0,4620.0,4750.0,4870.0,5010.0,5140.0,5190.0,5250.0,5310.0,5360.0,5420.0,5470.0,5510.0,5560.0,5600.0,5650.0,5763.0,5846.0,5929.0,6014.0,6100.0,7000.0,7100.0,7200.0,7300.0,,,,,,,,,,Switzerland,CH,CHAT,National,-,Total Number,Radio
Radio_Total Number_JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4166.0,4953.0,,,,,,,,,,,,,10468.0,11263.0,12057.0,12851.0,13645.0,14440.0,14145.0,13851.0,12410.0,16869.0,21328.0,25787.0,30246.0,34705.0,39164.0,43623.0,48082.0,52541.0,57000.0,57441.0,57883.0,58324.0,58766.0,59208.0,59650.0,64031.0,68733.0,73781.0,79200.0,82100.0,85200.0,88300.0,91600.0,95000.0,98000.0,101100.0,104300.0,107600.0,111000.0,111700.0,112400.0,113100.0,113800.0,114500.0,120000.0,120500.0,121000.0,121500.0,,,,,,,,,,Japan,JP,CHAT,National,-,Total Number,Radio
Radio_Total Number_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2262.0,2732.0,2803.0,2875.0,2950.0,3000.0,3020.0,3040.0,3060.0,,,,,,,,,,Belarus,BY,CHAT,National,-,Total Number,Radio
Radio_Total Number_NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,257.0,371.0,485.0,600.0,765.0,930.0,1095.0,1260.0,1265.0,1275.0,1500.0,1550.0,3500.0,4250.0,5000.0,5433.0,7989.0,6167.0,6570.0,7000.0,8100.0,9400.0,10800.0,12500.0,14500.0,15300.0,16100.0,16900.0,17800.0,18700.0,19300.0,20000.0,20600.0,21300.0,22000.0,22700.0,23500.0,24300.0,25200.0,,,,,,,,,,Nigeria,NG,CHAT,National,-,Total Number,Radio
Radio_Total Number_MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,11.0,12.0,13.0,15.0,35.0,55.0,75.0,96.0,116.0,136.0,157.0,177.0,197.0,218.0,238.0,259.0,297.0,367.0,370.0,388.0,399.0,400.0,423.0,600.0,627.0,639.0,652.0,665.0,668.0,670.0,720.0,774.0,979.0,1237.0,1564.0,1977.0,2500.0,2662.0,2835.0,3020.0,3216.0,3425.0,3512.0,3628.0,3748.0,3872.0,4000.0,4150.0,4200.0,4250.0,4300.0,,,,,,,,,,Burma,MM,CHAT,National,-,Total Number,Radio
Radio_Total Number_MG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,125.0,205.0,285.0,300.0,315.0,330.0,350.0,400.0,500.0,541.0,573.0,607.0,642.0,680.0,720.0,845.0,991.0,1163.0,1364.0,1600.0,1665.0,1732.0,1802.0,1874.0,1950.0,2033.0,2119.0,2209.0,2302.0,2400.0,2484.0,2571.0,2661.0,2754.0,2850.0,2950.0,3050.0,3153.0,3260.0,,,,,,,,,,Madagascar,MG,CHAT,National,-,Total Number,Radio
Radio_Total Number_SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,2.0,10.0,17.0,24.0,31.0,38.0,45.0,52.0,59.0,66.0,74.0,91.0,111.0,137.0,168.0,205.0,252.0,309.0,379.0,465.0,571.0,700.0,744.0,791.0,841.0,894.0,950.0,1150.0,1400.0,1700.0,2060.0,2500.0,2600.0,2880.0,3090.0,3310.0,3550.0,3743.0,3953.0,4174.0,4408.0,4655.0,4781.0,4910.0,5043.0,5267.0,5500.0,6000.0,6250.0,6510.0,6780.0,,,,,,,,,,Saudi Arabia,SA,CHAT,National,-,Total Number,Radio
Radio_Total Number_AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2883.0,2903.0,2923.0,2943.0,2964.0,2985.0,3006.0,3027.0,3048.0,3069.0,3090.0,3112.0,3134.0,3156.0,3178.0,3200.0,3276.0,3354.0,3434.0,3516.0,3600.0,3645.0,3690.0,3736.0,3783.0,3830.0,3902.0,3975.0,4050.0,4126.0,4203.0,4303.0,4406.0,4572.0,4620.0,4730.0,4781.0,4832.0,4884.0,4937.0,4990.0,6000.0,6080.0,6160.0,6240.0,,,,,,,,,,Austria,AT,CHAT,National,-,Total Number,Radio
