ID,2012,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_IN,45.0,75.0,Flow Battery Storage,India,kW,GESDB,Cumulative Rated Power,National,IN
Flow Battery Storage_Cumulative Rated Capacity_IN,300.15,420.15,Flow Battery Storage,India,kWh,GESDB,Cumulative Rated Capacity,National,IN
