ID,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Aniline_Price_World,112.24251902655327,94.70475827615385,98.86329359162723,98.47376915612426,92.34898941464498,79.63805682258877,73.69191520446746,72.25579340610946,69.28868461843048,72.36728521439349,67.0527787264793,51.017973247054734,PCDB,Price,Aniline,Global,World,World,2022 USD/lb
Aniline_Annual production_World,122.7,137.5,154.6,169.9,195.5,239.0,225.6,263.4,334.1,398.4,366.0,409.8,PCDB,Annual production,Aniline,Global,World,World,million pounds
