Country Name,Technology Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Unit,Metric,Country Code,Spatial Scale,ID
Cambodia,Capture Fisheries,35000.0,45000.0,45000.0,40000.0,40000.0,45000.0,45000.0,50000.0,50000.0,52000.0,52200.0,77100.0,87100.0,84700.0,84700.0,84700.0,84700.0,84700.0,40900.0,30000.0,19600.0,51354.0,68251.0,67227.0,62814.0,67578.0,71451.0,79724.0,82296.0,76646.0,105027.0,111154.0,102678.0,101069.0,95054.0,103000.0,94710.0,102800.0,107900.0,269156.0,284368.0,428200.0,406182.0,364357.0,305817.0,384000.0,482500.0,458500.0,431000.0,465000.0,490094.0,560839.0,566695.0,639468.0,625255.0,608193.0,611150.0,608050.0,551600.0,514342.0,532860.0,,World Bank,metric tons,Annual production,KH,National,Capture Fisheries_Annual production_KH
Cameroon,Capture Fisheries,51700.0,56500.0,58100.0,59400.0,59800.0,61100.0,62600.0,63400.0,65100.0,68100.0,68800.0,64700.0,60400.0,57600.0,55736.0,66280.0,70397.0,70167.0,68867.0,81214.0,81045.0,79761.0,83012.0,77277.0,75299.0,73969.0,71980.0,70636.0,70799.0,69829.0,70742.0,69318.0,71975.0,65257.0,79020.0,94131.0,98529.0,102000.0,106800.0,110000.0,112109.0,121031.0,130135.0,117801.0,129000.0,142345.0,137232.0,138612.0,155300.0,172000.0,181000.0,190000.0,199000.0,207000.0,215000.0,224000.0,233190.0,266737.0,281945.0,296953.82,281630.0,,World Bank,metric tons,Annual production,CM,National,Capture Fisheries_Annual production_CM
Canada,Capture Fisheries,928067.0,1033880.0,1120287.0,1209942.0,1210086.0,1239471.0,1355424.0,1293080.0,1492496.0,1401459.0,1392498.0,1313756.0,1170094.0,1163762.0,1041273.0,1027771.0,1130492.0,1267970.0,1404112.0,1446984.0,1373359.0,1444327.0,1427021.0,1371030.0,1304529.0,1473990.0,1531719.0,1615083.0,1704410.0,1649945.0,1685532.0,1500398.0,1330490.0,1162259.0,1057094.0,880353.0,925943.0,1001276.0,1031373.0,1047330.0,1032686.0,1076924.0,1105841.0,1153788.0,1213644.0,1145594.0,1122606.0,1044982.0,967874.0,993173.0,975764.0,939688.33,834404.23,893174.36,884882.53,867807.5,884400.43,852140.29,859887.15,792937.12,739680.32,,World Bank,metric tons,Annual production,CA,National,Capture Fisheries_Annual production_CA
Cayman Islands,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1391.0,3992.0,933.0,655.0,423.0,396.0,478.0,1097.0,386.0,615.0,837.0,586.0,825.0,445.0,125.0,125.0,110.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,,World Bank,metric tons,Annual production,KY,National,Capture Fisheries_Annual production_KY
Central African Republic,Capture Fisheries,2000.0,2000.0,2000.0,2500.0,2500.0,3000.0,4000.0,5000.0,5000.0,6000.0,7000.0,8000.0,8000.0,10000.0,11883.0,8044.0,10465.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13500.0,13000.0,13250.0,13500.0,13750.0,14000.0,14250.0,14500.0,15000.0,15000.0,17000.0,19000.0,21000.0,23000.0,25000.0,27000.0,29000.0,31000.0,33000.0,35000.0,35000.0,32000.0,30000.0,29000.0,28000.0,29000.0,29000.0,29000.0,29000.0,29000.0,,World Bank,metric tons,Annual production,CF,National,Capture Fisheries_Annual production_CF
Chad,Capture Fisheries,40000.0,45000.0,45000.0,45000.0,50000.0,55000.0,60000.0,60000.0,65000.0,65000.0,70000.0,70000.0,70000.0,70000.0,75000.0,75000.0,75000.0,80000.0,75000.0,70000.0,60000.0,55000.0,30000.0,40000.0,50000.0,55000.0,60000.0,70000.0,58000.0,64400.0,70000.0,60000.0,80000.0,87300.0,80000.0,90000.0,100000.0,85000.0,51300.0,59600.0,83200.0,75000.0,70000.0,71000.0,74000.0,77000.0,79000.0,82000.0,85000.0,88000.0,91000.0,95000.0,100000.0,120000.0,120020.0,100000.0,110000.0,107045.0,107000.0,107000.0,107000.0,,World Bank,metric tons,Annual production,TD,National,Capture Fisheries_Annual production_TD
Chile,Capture Fisheries,346742.0,440825.0,643607.0,773791.0,1176009.0,729157.0,1404630.0,1085551.0,1392101.0,1109892.0,1230285.0,1516150.0,820722.0,694100.0,1171526.0,970010.0,1436121.0,1378152.0,1988066.0,2695507.0,2890766.0,3500584.0,3841473.0,4165533.0,4665417.0,4979368.0,5685596.0,4917724.0,5343634.0,6581130.0,5353591.0,6060785.0,6511083.0,6056674.0,7837699.0,7684457.0,6909631.0,5990596.0,3463177.0,5281822.0,4547594.0,4031799.0,4515437.0,3921103.0,5317385.0,4738165.0,4461856.0,4132854.0,3939379.0,3821818.0,3048316.0,3466956.0,3007536.31,2288875.04,2592748.0,2131558.0,1826602.41,2335016.12,2370411.18,2380299.99,2182768.11,,World Bank,metric tons,Annual production,CL,National,Capture Fisheries_Annual production_CL
China,Capture Fisheries,2215094.0,2395838.0,2539279.0,2491069.0,2466117.0,2530460.0,2504425.0,2509289.0,2625692.0,2553251.0,2490020.0,2703602.0,3008671.0,3099216.0,3384961.0,3496766.0,3597449.0,3623109.0,3451288.0,3071706.0,3146970.0,3140232.0,3508610.0,3670055.0,3940713.0,4210121.0,4810254.0,5407952.0,5812730.0,6224910.0,6714530.0,7452199.0,8422552.0,9475687.0,11017836.0,12712706.0,14333737.0,14719861.0,15472568.0,15208077.0,14823866.0,14403875.0,14426596.0,14598934.0,14786243.0,14850730.0,14995706.0,14987636.0,15157263.0,15062980.0,15054057.0,15263615.15,15446318.15,15633567.44,16363366.41,16647934.68,16019261.57,15576685.3,14831109.11,14169893.01,13445983.02,,World Bank,metric tons,Annual production,CN,National,Capture Fisheries_Annual production_CN
Colombia,Capture Fisheries,29800.0,43300.0,52000.0,47700.0,50300.0,53500.0,59200.0,86200.0,83600.0,57600.0,54500.0,37696.0,110687.0,105282.0,62387.0,66527.0,75043.0,63881.0,79467.0,63246.0,76000.0,94431.0,71042.0,57104.0,78514.0,70775.32,82474.48,84450.34,86616.34,92059.3,119674.0,103535.0,144248.0,124969.5,99768.5,131006.0,130099.0,148053.0,134616.0,127426.0,137061.0,146164.0,124799.0,130147.0,112492.0,121002.0,103997.0,121655.0,112892.0,106450.0,81168.0,87491.0,72004.0,70706.0,92879.0,81951.0,69338.0,88223.5,69381.99,101594.5,77314.74,,World Bank,metric tons,Annual production,CO,National,Capture Fisheries_Annual production_CO
Comoros,Capture Fisheries,817.0,817.0,917.0,917.0,917.0,917.0,875.0,875.0,1235.0,1235.0,1661.0,2469.0,2878.0,3286.0,4046.0,4755.0,4863.0,5620.0,6026.0,6485.0,6951.0,7459.0,7974.0,8493.0,8999.0,9515.0,9970.0,10378.0,10913.0,10751.0,11251.0,11551.0,12590.0,12757.0,13537.0,13109.0,12696.0,12576.0,12317.0,11818.0,12003.0,11425.0,11178.0,11053.0,10987.0,10738.0,10464.0,14401.0,22714.0,44745.0,63447.0,38180.0,36295.23,43732.61,9257.28,11789.68,20039.49,17438.13,13801.52,17599.95,20755.44,,World Bank,metric tons,Annual production,KM,National,Capture Fisheries_Annual production_KM
"Congo, Dem. Rep.",Capture Fisheries,77000.0,75000.0,77000.0,69500.0,75000.0,81000.0,84000.0,93400.0,127700.0,149300.0,136600.0,123900.0,124200.0,156900.0,128810.0,113380.0,117858.0,107000.0,108706.0,115182.0,102415.0,102640.0,100700.0,102000.0,148219.0,148276.0,155825.0,161577.0,161841.0,166240.0,162700.0,165850.0,187840.0,196789.0,155897.0,158627.0,163010.0,162211.0,178041.0,208448.0,244619.0,231378.0,237690.0,234375.0,235752.0,234814.0,234562.0,234252.0,231447.0,228363.0,224491.0,221250.0,218000.0,227414.0,229612.0,230726.0,237372.0,238000.0,238000.0,238000.0,217750.0,,World Bank,metric tons,Annual production,CD,National,Capture Fisheries_Annual production_CD
"Congo, Rep.",Capture Fisheries,11000.0,11000.0,12600.0,12500.0,13600.0,14000.0,14200.0,13600.0,14100.0,13900.0,14399.0,16010.0,24526.0,22200.0,23718.0,23103.0,26869.0,24364.0,26297.0,29630.0,31965.0,29665.0,30835.0,35207.0,32807.0,29878.0,31992.0,37731.0,41800.0,45597.0,47970.0,45334.0,39992.0,46748.0,42664.0,45776.0,45473.0,38082.0,42955.0,43509.0,45958.0,48830.0,51927.0,53865.0,57024.0,54616.0,59082.0,59216.0,54104.0,61218.0,65186.0,73233.0,81150.0,73326.0,73536.0,69349.0,86834.0,95035.0,98734.0,70349.84,70637.35,,World Bank,metric tons,Annual production,CG,National,Capture Fisheries_Annual production_CG
Costa Rica,Capture Fisheries,2200.0,2400.0,2500.0,2400.0,3600.0,3400.0,3300.0,3500.0,5000.0,4100.0,8100.0,10560.0,12550.0,12360.0,15554.0,16172.0,14197.0,15392.0,22642.0,20766.0,16426.0,16010.0,12567.0,11108.0,16390.0,20383.0,22951.0,16970.0,16670.0,17030.0,18370.0,16043.0,16010.0,16172.0,17134.0,17441.0,24335.0,26696.0,24620.0,28029.0,35163.0,34016.0,33045.0,29556.0,20000.0,21489.0,19195.0,19751.0,21405.0,19814.0,17916.0,13928.0,15045.0,18558.0,14746.0,14750.0,11776.61,12498.83,14422.57,17768.97,17394.87,,World Bank,metric tons,Annual production,CR,National,Capture Fisheries_Annual production_CR
Cote d'Ivoire,Capture Fisheries,40500.0,42100.0,43600.0,45600.0,54600.0,59500.0,60800.0,66100.0,68400.0,67400.0,64302.0,77530.0,75199.0,60763.0,66690.0,58590.0,75917.0,67054.0,65012.0,73621.0,70068.0,75586.0,73753.0,79858.0,73680.0,101867.0,103435.0,101453.0,89336.0,99003.0,95000.0,82855.0,87039.0,69823.0,73978.0,70189.0,72711.0,67167.0,72528.0,78273.0,80323.0,76005.0,69870.0,68903.0,54401.0,42665.0,54830.0,47300.0,43799.0,42893.0,48038.0,52468.0,52514.86,61332.58,74818.87,98549.44,104262.27,94771.12,109076.35,109034.05,103411.36,,World Bank,metric tons,Annual production,CI,National,Capture Fisheries_Annual production_CI
Croatia,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26732.08,26630.27,17481.01,16268.05,18237.0,17041.49,21946.08,18909.19,21068.24,18551.12,21235.54,19957.04,30172.12,34693.09,37876.13,40225.63,49062.08,55788.5,52867.3,71396.06,64389.18,75832.34,80369.89,73944.99,73301.74,69940.39,70558.0,64581.41,71625.09,,World Bank,metric tons,Annual production,HR,National,Capture Fisheries_Annual production_HR
Cuba,Capture Fisheries,31200.0,30600.0,35000.0,35612.0,37165.0,41080.0,43826.0,65955.0,66170.0,78699.0,104150.0,126650.0,139141.0,149707.0,163819.0,143013.0,193180.0,183439.0,211486.0,151711.0,184141.0,161857.0,191517.0,194349.0,195475.3,215225.9,239932.3,209195.6,225323.1,185846.9,179893.8,162800.6,100966.8,84934.3,77701.4,80066.2,84206.8,76801.5,58738.1,60645.1,68486.0,54708.0,32586.0,34088.0,32194.0,28234.0,27587.0,29485.0,28714.0,28892.0,23996.0,24106.0,22320.0,22103.0,25056.0,25634.0,23574.0,21548.0,22621.0,18546.1,20186.2,,World Bank,metric tons,Annual production,CU,National,Capture Fisheries_Annual production_CU
Curacao,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22074.0,25071.89,26196.68,28495.27,30158.69,35534.16,32625.63,37910.53,29213.84,23049.82,,World Bank,metric tons,Annual production,CW,National,Capture Fisheries_Annual production_CW
Cyprus,Capture Fisheries,500.0,400.0,600.0,600.0,600.0,1006.0,1009.0,1014.0,1412.0,1409.0,1363.0,1255.0,1340.0,1459.0,1180.0,919.0,1052.0,1189.0,1245.0,1283.0,1308.0,1426.0,1545.0,1938.77,2206.0,2382.0,2541.39,2543.0,2505.0,2542.0,2584.0,2921.0,9336.0,10016.0,9427.0,9320.0,12526.0,24819.0,19304.0,39638.0,68345.0,54723.0,141079.0,47740.0,78724.0,61313.0,29940.0,2446.0,1996.0,1409.0,1395.0,1188.0,1323.0,1183.0,1268.0,1488.0,1494.0,1756.0,1490.0,1500.14,1265.81,,World Bank,metric tons,Annual production,CY,National,Capture Fisheries_Annual production_CY
Czechia,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3185.0,3955.0,3929.0,3524.0,3321.0,3952.0,4190.0,4654.0,4646.0,4983.0,5127.0,4528.0,4242.0,4646.0,4276.0,4164.0,4112.0,3990.0,3859.0,4033.0,3761.0,3812.0,3841.0,3507.0,3557.0,3650.0,3721.0,3729.0,,World Bank,metric tons,Annual production,CZ,National,Capture Fisheries_Annual production_CZ
Denmark,Capture Fisheries,568602.0,629954.0,777402.0,840080.0,862798.0,830021.0,840667.0,1059777.0,1454630.0,1264254.0,1217228.0,1388991.0,1429006.0,1430485.0,1823180.0,1751851.0,1905048.0,1792979.0,1734709.0,1724138.0,2013518.0,1838243.0,1909718.0,1845546.0,1827875.0,1772745.0,1825356.0,1681965.0,1945755.0,1896235.0,1475700.0,1751146.0,1953827.0,1614289.0,1873316.0,1999033.0,1681518.0,1826852.0,1557335.0,1405000.0,1534089.0,1510694.0,1442348.0,1031221.0,1090596.0,910598.0,867721.0,653053.0,690584.0,777752.0,828089.0,716387.0,502790.0,668480.0,745146.0,869013.0,670328.0,904572.0,789283.0,628907.0,732889.62,,World Bank,metric tons,Annual production,DK,National,Capture Fisheries_Annual production_DK
Djibouti,Capture Fisheries,900.0,800.0,900.0,1000.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,100.0,200.0,380.0,300.0,230.0,230.0,230.0,231.0,251.0,385.0,426.0,409.0,409.0,380.0,409.0,426.0,454.0,399.0,360.0,252.0,275.0,300.0,320.0,350.0,400.0,500.0,600.0,700.0,800.0,900.0,1000.0,1100.0,1200.0,1571.0,1299.0,1229.0,1206.0,1058.0,1590.0,1667.0,2167.0,1702.0,2298.0,2012.0,2220.0,2022.0,2102.0,2270.14,2322.5,,World Bank,metric tons,Annual production,DJ,National,Capture Fisheries_Annual production_DJ
Dominica,Capture Fisheries,500.0,500.0,600.0,600.0,600.0,500.0,500.0,500.0,600.0,600.0,500.0,600.0,700.0,800.0,900.0,1001.0,1024.0,1047.0,1070.0,642.0,1445.0,1514.0,1545.0,800.0,700.0,640.0,644.0,500.0,500.0,500.0,458.0,552.0,711.0,794.0,882.0,950.0,1030.0,1079.0,1212.0,1200.0,1200.0,1200.0,1198.0,950.0,700.0,579.0,694.0,677.0,699.0,772.0,700.0,662.0,625.0,527.0,1029.0,990.0,809.0,784.0,762.0,860.4,854.0,,World Bank,metric tons,Annual production,DM,National,Capture Fisheries_Annual production_DM
Dominican Republic,Capture Fisheries,1300.0,1600.0,1700.0,3200.0,4200.0,4100.0,3500.0,3200.0,4600.0,4800.0,5200.0,4600.0,5600.0,9200.0,6810.0,5906.0,7053.0,4594.0,5086.0,7885.0,10658.0,12003.0,13169.0,12849.0,13875.0,17009.9,16988.1,20129.0,12663.0,21663.0,19495.0,16839.0,12846.0,12857.0,22832.0,17874.0,12894.0,14535.0,10171.0,8418.0,11015.0,13217.0,17261.0,18097.0,14223.0,11193.0,12956.0,13709.0,15382.0,14233.0,14490.0,14005.0,13663.0,13188.0,13782.0,11893.0,14640.0,15724.56,13920.45,16066.01,9880.49,,World Bank,metric tons,Annual production,DO,National,Capture Fisheries_Annual production_DO
Ecuador,Capture Fisheries,44300.0,38600.0,42500.0,49700.0,46300.0,53500.0,48200.0,57500.0,68900.0,64890.0,90970.0,102530.0,106840.0,151565.0,175470.0,214198.0,280638.0,421954.0,610399.0,600266.0,629977.0,526740.0,585911.0,336156.0,849180.0,1056800.0,959932.0,610035.0,800393.0,611582.0,288913.0,330525.0,226817.0,286633.0,330248.0,508572.0,702974.0,536887.0,322348.0,503032.0,596489.0,587770.0,319169.0,399526.0,356774.0,464387.0,469060.0,408926.0,505571.0,498679.0,399874.0,508793.0,501881.0,509031.0,656448.0,632571.0,709181.0,622687.0,597465.0,607744.23,635191.68,,World Bank,metric tons,Annual production,EC,National,Capture Fisheries_Annual production_EC
"Egypt, Arab Rep.",Capture Fisheries,83900.0,86800.0,112800.0,109000.0,128000.0,96200.0,93100.0,74700.0,74900.0,74100.0,70758.0,77268.0,71209.0,78514.0,89344.0,97574.0,91764.0,91541.0,84915.0,120481.0,121397.0,120715.58,131732.64,132306.39,136839.54,174109.77,183653.98,184712.89,232128.79,233105.8,251036.0,284431.0,282401.8,302830.7,311601.6,335301.5,340435.4,371333.2,406205.0,422666.0,384315.0,428634.0,425163.0,431124.0,393495.0,349554.0,375895.0,372492.0,373816.0,387399.0,385210.0,375355.0,354173.7,356858.09,344792.08,344113.0,335614.33,370959.67,373286.0,397042.34,418683.0,,World Bank,metric tons,Annual production,EG,National,Capture Fisheries_Annual production_EG
El Salvador,Capture Fisheries,7300.0,8000.0,8200.0,8400.0,9200.0,9600.0,10600.0,9900.0,10200.0,10300.0,11100.0,10700.0,10400.0,12400.0,9654.0,8730.0,7201.0,6368.0,9540.0,12738.0,13958.0,20770.0,12916.0,7603.0,12179.0,15422.0,19686.0,20744.0,11015.0,9926.0,8527.0,11210.0,12076.0,12451.0,13559.0,15072.0,14433.0,11897.0,10978.0,9915.0,9590.0,19609.0,35943.0,35484.0,42415.0,41114.0,43218.0,54664.0,53287.0,48424.0,39583.0,54403.0,52060.0,52147.0,63296.0,54692.0,58565.0,51346.26,53764.98,50455.97,52988.97,,World Bank,metric tons,Annual production,SV,National,Capture Fisheries_Annual production_SV
Equatorial Guinea,Capture Fisheries,900.0,500.0,800.0,1000.0,1000.0,600.0,1200.0,1100.0,3700.0,3500.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,2500.0,2500.0,2019.0,2341.0,4000.0,3600.0,4400.0,4000.0,4000.0,4000.0,3700.0,3500.0,3600.0,3507.0,5069.0,2306.0,5040.0,6090.0,6005.0,7001.0,3634.0,3600.0,3550.0,3550.0,3500.0,3750.0,4000.0,4533.0,5400.0,7669.0,7376.0,7115.0,7834.0,6926.15,6067.92,6423.26,6452.29,6380.0,6409.84,6420.72,6042.46,,World Bank,metric tons,Annual production,GQ,National,Capture Fisheries_Annual production_GQ
Eritrea,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,2706.0,3559.0,3252.0,1038.0,1852.9,6997.05,12712.0,8880.0,7852.0,6689.0,7404.0,4027.0,8813.0,2232.0,1965.0,3330.0,3586.0,2939.0,3924.35,3616.68,3695.73,6230.8,3306.13,3929.59,5798.24,5640.4,5565.0,,World Bank,metric tons,Annual production,ER,National,Capture Fisheries_Annual production_ER
Estonia,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397381.0,374222.0,345147.0,327876.0,128996.0,147185.0,124091.0,132576.0,108720.0,126057.0,121594.0,113112.0,113347.0,105492.0,102365.0,80208.0,88625.0,99581.0,86884.0,99444.0,102580.0,98504.0,95731.0,81580.0,66613.0,69454.0,68883.0,73195.0,75656.0,82820.0,87051.0,86755.0,74142.44,,World Bank,metric tons,Annual production,EE,National,Capture Fisheries_Annual production_EE
Eswatini,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.0,44.0,60.0,70.0,70.0,80.0,80.0,82.0,78.0,82.0,81.0,90.0,70.0,65.0,60.0,60.0,68.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,65.0,65.0,65.0,65.0,65.0,65.0,60.0,,World Bank,metric tons,Annual production,SZ,National,Capture Fisheries_Annual production_SZ
Ethiopia,Capture Fisheries,8300.0,8600.0,9100.0,9600.0,12000.0,15900.0,16200.0,16200.0,14600.0,14400.0,17200.0,19100.0,14800.0,4700.0,5900.0,3930.0,2970.0,2472.0,2515.0,2800.0,3507.0,3828.0,3750.0,3900.0,4300.0,4000.0,4100.0,4000.0,4066.0,4236.0,4945.0,4226.0,4585.0,4175.0,5285.0,6325.0,8770.0,10370.0,14000.0,15858.0,15681.0,15390.0,12300.0,9213.0,10005.0,9450.0,9890.0,13254.0,16770.0,17047.0,18058.0,24041.0,28952.0,38371.0,50119.0,45519.0,50000.0,56001.0,57166.0,59002.0,60002.0,,World Bank,metric tons,Annual production,ET,National,Capture Fisheries_Annual production_ET
Faroe Islands,Capture Fisheries,109375.0,120220.0,144252.0,137830.0,138990.0,144686.0,166294.0,173324.0,166187.0,176296.0,207772.0,207274.0,208152.0,246261.0,246635.0,285618.0,341962.0,310490.0,316675.0,266745.0,275064.0,243343.0,250518.0,329955.0,346839.0,372338.0,349675.0,386519.0,360683.0,302839.0,273020.0,228316.0,248430.0,246294.0,237708.0,287796.0,304587.0,329145.0,364497.0,358362.0,454399.0,515909.0,525991.0,620991.0,599386.0,565260.0,623122.0,620834.0,518267.0,351018.0,393875.0,354956.0,360471.0,487140.0,542836.0,585564.0,568435.0,701892.0,660056.0,653118.8,646289.7,,World Bank,metric tons,Annual production,FO,National,Capture Fisheries_Annual production_FO
Fiji,Capture Fisheries,3000.0,3000.0,3000.0,3200.0,3400.0,3500.0,3500.0,3500.0,3800.0,3800.0,3900.0,3900.0,4700.0,4700.0,4800.0,5036.0,5589.0,7935.0,9250.0,20243.0,20404.0,23608.0,24931.0,24227.0,25633.0,26113.0,26440.4,27774.5,29120.0,29475.3,33175.77,29518.38,25188.2,28814.0,30116.0,30307.0,26622.0,29721.0,30667.61,39206.0,42366.0,45106.0,40320.0,37237.8,49632.66,47390.0,48733.0,47247.0,46595.0,46387.0,41943.0,46907.0,46851.0,42639.0,43312.0,41266.0,44826.0,47500.0,43969.41,44925.87,42723.12,,World Bank,metric tons,Annual production,FJ,National,Capture Fisheries_Annual production_FJ
Finland,Capture Fisheries,65500.0,67000.0,64900.0,80500.0,62900.0,73200.0,70800.0,73700.0,92200.0,86500.0,80700.0,90200.0,87600.0,98800.0,109978.0,109536.0,116959.0,115331.0,135711.0,130397.0,159979.0,149396.0,157618.0,167447.0,169308.0,169022.0,156424.0,153500.0,159264.0,146558.0,132985.0,119320.0,151753.0,156297.0,164269.0,167485.0,179079.0,180100.0,171689.0,160568.0,156428.0,149977.0,142302.0,121874.0,135422.0,131733.0,149446.0,164677.0,148666.0,154626.0,156097.0,153702.0,162321.0,167787.0,182956.0,182865.0,192881.0,190625.0,175200.39,163916.17,141128.0,,World Bank,metric tons,Annual production,FI,National,Capture Fisheries_Annual production_FI
France,Capture Fisheries,651576.0,674920.0,654311.0,689299.0,709330.0,745249.0,799698.0,810052.0,829986.0,750969.0,752458.0,761294.0,725937.0,764694.0,747194.0,714393.0,713101.0,656550.0,696895.3,649366.3,652110.9,673271.88,668074.64,687885.47,677794.54,695266.4,716684.58,694891.48,741153.08,719597.4,699221.8,657306.5,668299.5,680185.5,703920.6,688459.3,643217.9,642478.5,610416.5,657039.8,694452.6,671905.7,701925.0,709038.7,664898.2,598482.8,595153.9,553685.7,500162.8,440199.3,452243.5,502006.02,473308.79,540519.92,558431.73,508726.24,562454.37,540673.3,607383.48,530844.16,465872.1,,World Bank,metric tons,Annual production,FR,National,Capture Fisheries_Annual production_FR
French Polynesia,Capture Fisheries,2600.0,2700.0,3000.0,2500.0,2500.0,1900.0,2100.0,2000.0,2100.0,2300.0,2300.0,2200.0,2400.0,2600.0,2386.0,2169.0,2826.0,2701.0,2991.0,2479.0,2741.0,2685.0,2658.0,2284.0,2867.0,2359.0,2232.0,2271.0,2794.0,3144.0,4216.0,3992.0,3775.0,7931.0,8519.0,8889.0,9631.0,11519.13,12410.0,12283.0,13894.32,15189.0,15287.89,13604.0,12306.0,11589.0,12778.0,13177.0,12284.0,13374.0,13044.0,12818.39,14386.26,14547.26,15410.7,14176.92,13676.8,13527.86,13546.2,13783.51,12736.12,,World Bank,metric tons,Annual production,PF,National,Capture Fisheries_Annual production_PF
Gabon,Capture Fisheries,6000.0,6500.0,7000.0,7000.0,7000.0,8000.0,8000.0,8000.0,9000.0,9000.0,10000.0,10000.0,10000.0,12000.0,12000.0,14900.0,14820.0,14010.0,17800.0,21000.0,19800.0,20146.0,20605.0,19449.0,21000.0,20953.0,20223.0,22185.0,22091.0,20500.0,20000.0,22000.0,24000.0,31789.0,31015.0,40437.0,46113.0,44193.0,53754.0,51255.0,47826.0,42871.0,41570.0,45479.0,46072.0,43863.0,41521.0,37814.0,31326.0,29589.0,32692.0,36522.0,36500.0,36600.0,36855.0,33000.0,31000.0,29000.0,29000.0,29000.0,29000.0,,World Bank,metric tons,Annual production,GA,National,Capture Fisheries_Annual production_GA
"Gambia, The",Capture Fisheries,4500.0,4800.0,5300.0,5300.0,5300.0,6200.0,6200.0,6200.0,6700.0,6700.0,7447.0,7739.0,7884.0,12294.0,12695.0,12695.0,12695.0,18092.0,14972.0,11143.0,13265.0,14739.0,9212.0,11653.0,11882.0,10712.0,13262.0,14642.0,13852.0,19789.0,21602.0,24985.0,18045.0,21308.0,22781.0,23699.0,31601.0,32743.0,29033.0,32639.0,29016.0,34527.0,37405.0,37366.0,32817.0,34955.0,37477.0,43574.0,42881.0,45884.0,46624.0,41500.0,36062.0,43726.0,51500.0,55968.0,58261.0,60461.0,49526.0,56198.66,50989.79,,World Bank,metric tons,Annual production,GM,National,Capture Fisheries_Annual production_GM
Georgia,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201355.0,147688.0,104574.0,58153.0,38100.0,18240.0,7413.0,3560.0,2453.0,2583.0,3001.0,1413.0,1791.0,1636.0,1811.0,3306.0,11988.0,9974.0,14746.0,44068.0,48443.0,50026.0,46049.0,26547.0,12070.0,15520.0,19020.0,22520.0,44708.69,137423.38,203523.5,251755.45,231150.0,,World Bank,metric tons,Annual production,GE,National,Capture Fisheries_Annual production_GE
