Country Name,Technology Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Unit,Metric,Country Code,Spatial Scale,ID
"Korea, Rep.",Aquaculture Production,18637.0,17404.0,23901.0,80479.0,72557.0,73350.0,91626.0,96450.0,105769.0,80605.0,124058.0,151885.0,163955.0,265546.0,343865.0,352495.0,412663.0,493461.0,395177.0,484844.0,545133.0,704890.0,603311.0,645426.0,679342.0,790769.0,952388.0,875568.0,898649.0,858573.0,788565.0,787977.0,955477.0,1056503.0,1092988.0,1017254.0,897041.0,1040210.0,796632.0,777711.0,667883.0,668022.0,794340.0,839845.0,952856.0,1057725.0,1279163.0,1399075.0,1394818.0,1331719.0,1377233.0,1499335.0,1509226.0,1533446.0,1567442.0,1676485.0,1859220.0,2334719.0,2278850.0,2399720.0,2327903.0,,World Bank,metric tons,Annual production,KR,National,Aquaculture Production_Annual production_KR
Kuwait,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,204.0,220.0,264.0,376.0,195.0,195.0,366.0,375.0,327.0,568.0,348.0,291.21,272.0,310.0,319.0,309.0,303.0,297.0,262.0,196.16,195.0,197.65,457.84,450.0,,World Bank,metric tons,Annual production,KW,National,Aquaculture Production_Annual production_KW
Kyrgyz Republic,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.0,1135.0,982.0,974.0,642.0,223.0,163.0,207.0,185.0,168.0,162.0,71.0,58.0,144.0,94.0,12.0,20.0,20.0,20.0,107.0,92.0,133.0,352.0,394.5,297.0,300.0,577.93,1068.4,1930.7,2100.0,2558.7,2675.0,2550.0,,World Bank,metric tons,Annual production,KG,National,Aquaculture Production_Annual production_KG
Lao PDR,Aquaculture Production,0.0,0.0,0.0,16.0,24.0,32.0,48.0,72.0,96.0,128.0,160.0,216.0,272.0,344.0,432.0,536.0,664.0,808.0,984.0,1184.0,1408.0,1680.0,1984.0,2328.0,2500.0,4000.0,5000.0,6000.0,7000.0,8000.0,10000.0,10500.0,10760.0,11000.0,11200.0,12880.0,16000.0,21143.0,21216.0,30362.0,42066.0,50000.0,59716.0,64900.0,64900.0,60000.0,60000.0,63250.0,64300.0,75000.5,82100.0,95600.0,101895.0,103900.0,90360.0,95965.0,106600.0,109800.0,118700.0,123000.0,130020.0,,World Bank,metric tons,Annual production,LA,National,Aquaculture Production_Annual production_LA
Latvia,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2926.0,6288.0,2235.0,2685.0,641.0,339.0,560.0,525.0,380.0,345.0,425.0,468.0,325.0,463.0,430.0,637.0,545.0,542.0,565.0,729.0,584.0,517.2,548.8,545.5,574.54,643.21,686.28,862.85,788.09,807.94,829.66,608.64,717.45,,World Bank,metric tons,Annual production,LV,National,Aquaculture Production_Annual production_LV
Lebanon,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,40.0,25.0,40.0,70.0,120.0,200.0,300.0,300.0,375.0,200.0,100.0,100.0,80.0,80.0,130.0,180.0,200.0,300.0,350.0,300.0,400.0,300.0,400.0,300.0,790.0,795.0,795.0,813.0,813.0,818.0,975.0,1080.0,1180.0,1280.0,1280.0,1180.0,1127.0,1027.0,1027.0,1027.0,933.0,936.0,828.0,,World Bank,metric tons,Annual production,LB,National,Aquaculture Production_Annual production_LB
Lesotho,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,27.0,22.0,24.0,27.0,23.0,15.0,19.0,20.0,13.0,23.0,25.0,26.0,30.0,25.0,20.0,15.0,17.0,18.0,18.0,14.0,14.0,14.0,8.0,4.0,8.0,8.0,8.0,4.0,2.0,1.0,2.0,131.0,91.0,107.6,300.4,300.37,400.37,500.43,900.53,1001.0,1050.0,1801.0,2500.46,2550.0,2600.0,,World Bank,metric tons,Annual production,LS,National,Aquaculture Production_Annual production_LS
Liberia,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,9.0,7.0,8.0,6.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,22.0,14.0,30.0,30.0,37.0,45.0,50.0,60.0,60.0,70.0,80.0,90.0,100.0,130.0,165.0,180.0,200.0,220.0,240.0,250.0,255.0,,World Bank,metric tons,Annual production,LR,National,Aquaculture Production_Annual production_LR
Libya,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,50.0,70.0,70.0,80.0,10.0,10.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,160.0,288.0,388.0,388.0,240.0,110.0,110.0,110.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,World Bank,metric tons,Annual production,LY,National,Aquaculture Production_Annual production_LY
Lithuania,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3752.0,4580.0,4666.0,4792.0,3899.0,2907.0,1874.0,1714.0,1537.0,1516.0,1516.0,1650.0,1996.0,2001.0,1750.0,2356.0,2697.0,2013.0,2224.0,3377.0,3008.0,3421.6,3190.99,3279.61,3581.96,4210.88,3835.8,4450.17,4392.74,3749.07,3744.43,4214.65,4477.45,,World Bank,metric tons,Annual production,LT,National,Aquaculture Production_Annual production_LT
Madagascar,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,27.0,53.0,92.0,127.0,168.0,190.0,284.0,181.0,194.0,231.0,230.0,280.0,198.0,2640.0,2289.0,3295.0,4712.0,5075.0,8582.0,4503.0,5811.0,7980.0,8449.0,10413.0,10267.0,9603.0,10296.0,16534.0,14943.0,14486.0,9716.0,10886.0,10544.0,9987.5,12549.0,15440.0,22694.21,25998.0,28340.0,12768.06,14100.41,13550.45,,World Bank,metric tons,Annual production,MG,National,Aquaculture Production_Annual production_MG
Malawi,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,7.0,14.0,32.0,49.0,70.0,82.0,107.0,143.0,123.0,180.0,188.0,203.0,215.0,217.0,197.0,223.0,223.0,255.0,225.0,226.0,240.0,231.0,229.0,590.0,530.0,568.0,642.0,666.0,733.0,812.0,1500.0,1500.0,1700.0,1620.0,2631.0,2833.0,3232.0,3705.0,4741.56,4974.0,7646.39,12216.8,9014.0,8262.0,9393.0,,World Bank,metric tons,Annual production,MW,National,Aquaculture Production_Annual production_MW
Malaysia,Aquaculture Production,7841.0,7911.0,9968.0,21941.0,21302.0,21508.0,26709.0,29211.0,29408.0,30802.0,34296.0,31287.0,32578.0,42867.0,51946.0,32071.0,34842.0,49737.0,59058.0,67206.0,125334.0,73262.0,57185.0,46528.0,67777.0,51875.0,52107.0,46486.0,47345.0,53647.0,52919.0,64845.0,79700.0,105241.0,114112.0,132745.0,109063.0,107984.0,133635.0,166974.0,167898.0,177021.0,183990.0,192160.0,202218.0,215834.0,228317.0,268508.0,354579.0,472502.3,581242.92,526692.5,634875.9,530701.8,521014.47,506965.2,407887.08,427515.53,391977.48,412281.04,400017.01,,World Bank,metric tons,Annual production,MY,National,Aquaculture Production_Annual production_MY
Mali,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,10.0,12.0,17.0,13.0,13.0,31.0,40.0,52.0,100.0,100.0,60.0,60.0,60.0,80.0,30.0,500.0,1008.0,1008.0,1008.0,1008.0,1000.0,640.0,821.0,1355.0,2083.0,2083.0,987.0,2205.25,1953.0,2400.0,4194.0,3914.0,5327.0,6985.0,7686.0,,World Bank,metric tons,Annual production,ML,National,Aquaculture Production_Annual production_ML
Malta,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,200.0,500.0,650.0,904.0,904.0,1552.0,1800.0,1950.0,2002.0,1746.0,1235.0,1116.0,887.0,868.0,736.0,7165.0,8589.0,6731.0,5619.0,6881.0,2954.72,7440.0,9077.0,8606.0,10800.0,13655.92,15720.7,19291.37,13823.69,19829.44,,World Bank,metric tons,Annual production,MT,National,Aquaculture Production_Annual production_MT
Marshall Islands,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.2,5.0,5.0,2.27,0.07,9.66,,World Bank,metric tons,Annual production,MH,National,Aquaculture Production_Annual production_MH
Mauritius,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,15.0,16.0,25.0,30.0,24.0,42.0,53.0,50.0,72.0,73.0,82.0,78.0,86.0,100.0,110.0,142.0,176.0,165.0,118.0,83.0,85.0,87.0,59.0,56.0,33.0,350.0,400.0,443.0,175.0,245.0,437.4,567.5,537.3,512.0,397.3,777.5,775.99,1021.32,1253.52,2069.6,3251.2,3298.0,,World Bank,metric tons,Annual production,MU,National,Aquaculture Production_Annual production_MU
Mexico,Aquaculture Production,100.0,114.0,120.0,120.0,80.0,80.0,100.0,150.0,150.0,150.0,540.0,660.0,709.0,1984.0,1826.0,2840.0,2486.0,2960.0,4841.0,6766.0,8626.0,11089.0,12512.0,13679.0,10465.0,11230.0,13523.0,15907.0,17121.0,18249.0,22348.0,24972.0,26576.0,28068.0,31667.0,25580.0,31339.0,39500.0,41068.0,48443.0,53918.0,76063.0,73670.0,84470.0,104348.0,133131.0,154451.0,140062.25,159309.05,156956.64,126238.0,137128.0,143746.64,111499.75,194229.76,211621.64,221327.5,243307.32,247222.42,251242.01,278693.81,,World Bank,metric tons,Annual production,MX,National,Aquaculture Production_Annual production_MX
"Micronesia, Fed. Sts.",Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,World Bank,metric tons,Annual production,FM,National,Aquaculture Production_Annual production_FM
Moldova,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7146.0,6756.0,7141.0,5124.0,2935.0,2275.0,1212.0,1401.0,1067.0,1202.0,1129.0,815.0,1710.0,1709.0,2335.0,3408.0,5650.0,6300.0,6800.0,7500.0,7800.0,8200.0,8800.0,9000.0,9080.0,9080.0,11080.0,11246.05,12091.4,12163.0,12610.0,12680.0,12600.0,,World Bank,metric tons,Annual production,MD,National,Aquaculture Production_Annual production_MD
Montenegro,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,361.0,614.0,565.0,740.0,840.0,811.0,811.0,859.0,813.0,929.0,1022.0,1097.0,1074.0,885.0,,World Bank,metric tons,Annual production,ME,National,Aquaculture Production_Annual production_ME
Morocco,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,16.0,22.0,28.0,35.0,41.0,47.0,53.0,59.0,65.0,76.0,85.0,91.0,98.0,105.0,117.0,128.0,180.0,160.0,148.0,154.0,158.0,159.0,415.0,659.0,741.0,1193.0,1463.0,2072.0,2084.0,2329.0,2161.0,2793.0,1889.0,1403.0,1670.0,1538.0,1718.0,2257.0,1161.0,1636.0,579.0,657.0,742.12,617.0,692.5,988.0,1189.0,1050.0,1150.1,1270.01,1266.9,1598.11,1618.0,,World Bank,metric tons,Annual production,MA,National,Aquaculture Production_Annual production_MA
Mozambique,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,20.0,20.0,15.0,15.0,12.0,10.0,116.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,2247.0,5639.0,1366.0,1782.0,1198.0,1528.0,1392.0,720.0,864.0,796.0,604.0,721.0,1179.0,1133.0,1180.0,1835.0,2654.0,2458.0,3162.0,,World Bank,metric tons,Annual production,MZ,National,Aquaculture Production_Annual production_MZ
Myanmar,Aquaculture Production,80.0,110.0,140.0,180.0,230.0,290.0,350.0,430.0,520.0,620.0,730.0,860.0,1000.0,1160.0,1330.0,1520.0,1730.0,1970.0,2220.0,2500.0,2790.0,3120.0,3460.0,3840.0,3951.0,5054.0,5805.0,5493.0,5673.0,6947.0,7087.0,8822.0,25954.0,51676.0,64584.0,71700.0,71508.0,82740.0,81968.0,91114.0,98912.0,121266.0,190120.0,252010.0,400360.0,485220.0,574990.0,604660.0,675064.0,779296.4,852791.0,819156.4,888369.0,930780.0,964255.83,999630.03,1017644.28,1048863.26,1131706.06,1082152.79,1145018.0,,World Bank,metric tons,Annual production,MM,National,Aquaculture Production_Annual production_MM
Namibia,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,22.0,57.0,66.0,67.0,67.0,62.0,62.0,65.0,70.0,70.0,88.0,142.0,192.0,192.0,273.5,360.5,605.6,665.6,695.64,532.13,679.35,671.56,647.34,625.73,525.2,506.93,342.48,388.96,320.72,,World Bank,metric tons,Annual production,NA,National,Aquaculture Production_Annual production_NA
Nauru,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3,0.3,0.3,0.3,0.5,0.3,0.5,,World Bank,metric tons,Annual production,NR,National,Aquaculture Production_Annual production_NR
Nepal,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,18.0,26.0,68.0,118.0,197.0,314.0,401.0,515.0,662.0,811.0,985.0,1192.0,1433.0,1714.0,2041.0,2271.0,1997.0,3265.0,4162.0,5435.0,5125.0,6836.0,9258.0,10314.0,10645.0,9532.0,9663.0,9918.0,10649.0,11977.0,12866.0,13028.0,15023.0,16570.0,17100.0,17680.0,20000.0,22480.0,25409.0,26679.0,27250.0,26730.0,28230.0,30950.0,34500.0,36020.0,43400.0,48000.0,49043.0,56157.1,65864.0,71252.0,76822.0,,World Bank,metric tons,Annual production,NP,National,Aquaculture Production_Annual production_NP
Netherlands,Aquaculture Production,77600.0,85400.0,96500.0,89700.0,115800.0,110500.0,92400.0,85600.0,113600.0,105900.0,86000.0,95700.0,116200.0,113000.0,98719.0,112136.0,73330.0,109378.0,118535.0,97494.0,77052.0,109548.0,130371.0,119793.0,60319.0,116547.0,86496.0,99567.0,79163.0,108877.0,100997.0,51648.0,54105.0,71125.0,109379.0,83938.0,99871.0,98210.0,120094.0,108760.0,75231.0,57042.0,54429.0,66540.0,78598.0,71370.0,45553.0,56841.0,46895.7,55640.6,67040.1,43894.9,46224.4,46620.0,63084.0,62795.0,62185.0,52185.0,53485.0,46350.0,39940.0,,World Bank,metric tons,Annual production,NL,National,Aquaculture Production_Annual production_NL
New Caledonia,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,51.0,87.0,59.0,88.0,218.0,389.0,631.0,754.0,847.0,717.0,780.0,939.0,1061.0,1152.0,1596.0,1850.0,1765.0,1893.0,1918.0,1784.0,2290.0,2533.0,2365.0,1923.0,2106.0,1923.0,1223.0,1564.0,1666.0,1596.0,1659.0,1256.0,1588.25,1458.5,1617.3,1491.89,1477.88,,World Bank,metric tons,Annual production,NC,National,Aquaculture Production_Annual production_NC
New Zealand,Aquaculture Production,2800.0,1000.0,2600.0,1900.0,1900.0,2400.0,2300.0,1800.0,1800.0,1300.0,1400.0,1900.0,2900.0,2700.0,2538.0,2071.0,2658.0,1403.0,1838.0,2783.0,3220.0,2998.0,6533.0,9720.0,10945.0,11835.0,16977.0,19366.0,27751.0,26985.0,28600.0,48700.0,51500.0,52501.0,51256.0,70391.0,74800.0,76850.0,93807.0,91650.0,85640.0,76024.0,86583.0,84641.0,92220.0,105302.0,107524.0,111908.0,112358.0,104958.0,110592.0,117266.0,100161.0,97123.0,109873.85,91275.3,109016.2,116530.0,104549.0,114582.0,118582.0,,World Bank,metric tons,Annual production,NZ,National,Aquaculture Production_Annual production_NZ
Nicaragua,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,27.0,36.0,48.0,74.0,74.0,74.0,74.0,60.0,326.0,1068.0,2310.0,2504.0,3486.0,4790.0,4205.0,5435.0,5750.0,6089.0,7005.0,7880.0,9983.0,11220.0,11533.0,16078.0,18943.0,16972.0,15766.0,24351.0,26406.9,30566.0,24536.0,21182.0,24899.0,29468.4,29500.0,29410.0,,World Bank,metric tons,Annual production,NI,National,Aquaculture Production_Annual production_NI
Niger,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,8.0,14.0,20.0,19.0,36.0,21.0,8.0,10.0,17.0,35.0,11.0,13.0,12.0,14.0,15.0,21.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,70.0,70.0,85.0,100.0,200.0,329.0,300.0,300.0,350.0,350.0,351.65,649.0,,World Bank,metric tons,Annual production,NE,National,Aquaculture Production_Annual production_NE
Nigeria,Aquaculture Production,2005.0,2173.0,2361.0,2547.0,2730.0,2904.0,3084.0,3265.0,3434.0,3613.0,3809.0,3993.0,4183.0,4407.0,4630.0,4860.0,5087.0,5329.0,5562.0,5782.0,6028.0,6283.0,6559.0,6842.0,6519.0,7892.0,5456.0,6002.0,10631.0,25840.0,7347.0,15365.0,17088.0,17090.0,15030.0,16619.0,19491.0,24297.0,20458.0,21737.0,25718.0,24398.0,30663.0,30677.0,43950.0,56355.0,84578.0,85087.0,143207.0,152796.0,200535.0,221128.0,253898.0,278706.0,313231.0,316727.0,306767.0,296191.0,291323.0,289543.0,261710.74,,World Bank,metric tons,Annual production,NG,National,Aquaculture Production_Annual production_NG
North Macedonia,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,752.0,744.0,829.0,526.0,538.0,652.0,1170.0,1217.0,787.0,763.0,864.0,959.0,843.0,588.0,1041.0,1287.0,1540.0,1491.0,1368.0,1306.0,1340.0,1214.0,991.0,986.0,1508.4,1359.3,1955.5,1633.91,,World Bank,metric tons,Annual production,MK,National,Aquaculture Production_Annual production_MK
Northern Mariana Islands,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,16.0,21.0,23.58,24.53,26.0,31.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,,World Bank,metric tons,Annual production,MP,National,Aquaculture Production_Annual production_MP
Norway,Aquaculture Production,1900.0,900.0,200.0,100.0,601.0,202.0,204.0,318.0,365.0,427.0,480.0,531.0,924.0,1172.0,2327.0,2517.0,3476.0,3932.0,5645.0,7377.0,7980.0,13042.0,15329.0,22712.0,25453.0,34617.0,49392.0,55379.0,88268.0,115191.0,150583.0,160705.0,131102.0,164499.0,218486.0,277615.0,321516.0,367617.0,410757.0,475932.0,491329.0,510748.0,551300.0,584422.0,636802.0,661877.0,712373.0,841560.0,848359.0,961839.85,1019801.94,1143893.34,1321119.2,1247865.08,1332497.02,1380890.06,1326216.18,1308633.79,1355116.8,1453042.39,1490412.05,,World Bank,metric tons,Annual production,NO,National,Aquaculture Production_Annual production_NO
Oman,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,352.0,515.4,218.0,114.0,96.0,121.0,118.4,127.0,157.0,168.0,353.0,282.4,170.0,103.0,77.25,451.45,1054.0,1307.0,,World Bank,metric tons,Annual production,OM,National,Aquaculture Production_Annual production_OM
Pakistan,Aquaculture Production,1170.0,1270.0,1360.0,1470.0,1580.0,1700.0,1840.0,1980.0,2130.0,2300.0,2500.0,2700.0,2900.0,3100.0,3300.0,3600.0,3900.0,4200.0,4500.0,4800.0,5200.0,5600.0,6000.0,6500.0,8500.0,8500.0,8500.0,8500.0,6837.0,9750.0,10041.0,12795.0,12604.0,13389.0,14664.0,14848.0,13557.0,15464.0,17369.0,23076.0,12485.0,57632.0,66970.0,73047.0,76653.0,80621.97,121826.0,130092.0,135098.0,138099.0,140101.0,141935.0,142832.0,148120.0,148381.0,151174.0,156430.0,157469.0,159083.0,160744.0,162462.0,,World Bank,metric tons,Annual production,PK,National,Aquaculture Production_Annual production_PK
Palau,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,18.0,20.0,41.88,25.11,23.58,35.91,19.9,29.33,26.19,23.8,20.7,22.7,22.0,22.0,,World Bank,metric tons,Annual production,PW,National,Aquaculture Production_Annual production_PW
Panama,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,15.0,30.0,80.0,180.0,380.0,993.0,1366.0,1507.0,2804.0,3460.0,3460.0,4187.0,3701.0,3439.0,3877.0,3820.0,5106.0,6291.0,5503.0,5079.0,7217.0,7233.0,2327.0,1779.0,3127.0,3638.0,6228.0,7048.0,7778.0,8764.0,8943.0,8354.0,6609.38,6597.53,7588.2,7773.6,8635.2,10635.0,9550.32,8807.4,9900.36,8825.4,7215.22,3879.1,,World Bank,metric tons,Annual production,PA,National,Aquaculture Production_Annual production_PA
Papua New Guinea,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,11.0,11.0,15.0,15.0,23.0,38.0,57.0,106.0,156.0,210.0,210.0,286.0,296.0,431.0,491.0,691.0,841.0,1123.0,1372.0,1688.0,1871.0,3025.0,4125.0,4625.0,5680.0,5655.0,6001.1,6021.1,6051.0,6102.0,,World Bank,metric tons,Annual production,PG,National,Aquaculture Production_Annual production_PG
Paraguay,Aquaculture Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,54.0,51.0,61.0,60.0,75.0,75.0,100.0,190.0,350.0,350.0,95.0,95.0,103.0,570.0,1000.0,1300.0,2100.0,2120.0,2250.0,2350.0,2450.0,2600.0,2957.42,4929.06,5400.0,6450.0,7500.0,8481.0,8500.0,10781.0,11536.0,12000.0,14100.0,,World Bank,metric tons,Annual production,PY,National,Aquaculture Production_Annual production_PY
