ID,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Technology Name,Data Source,Country Name,Country Code,Spatial Scale,Unit,Metric
Sand and Gravel|Industrial_Annual production_US,2063348.8458674608,1978785.368577811,7458498.696947133,7898228.778853313,9183593.633655993,9961577.624720775,6308435.405807893,8490173.119880864,10198355.361131795,11754323.343261356,13851497.580044676,12041839.166046165,10790299.702159345,13090426.284437826,15238338.607594937,15119949.739389427,15407465.562174236,13022775.502606105,16371489.203276247,8760776.247207744,13479418.279970216,17589203.276247207,16371489.203276247,18265711.094564408,18942218.91288161,17081822.412509307,17589203.276247207,19787853.685778107,12904386.634400595,9471109.456440805,6291522.710349963,8016617.647058823,9268157.110945644,11568283.693224125,14375791.139240505,16845044.676098287,9995403.015636634,13310291.325390916,16337663.812360387,21986504.095309008,24185154.50483991,26383804.914370812,27060312.73268801,24016027.55026061,24523408.41399851,27567693.596425913,25876424.05063291,21309996.27699181,26383804.914370812,29089836.187639613,26552931.86895011,27905947.505584512,25538170.14147431,30442851.82427401,32472375.279225614,29428090.09679821,23846900.59568131,28075074.460163813,28075074.460163813,27736820.55100521,30781105.733432613,32303248.324646313,35685787.41623232,38899199.55323902,40421342.14445271,38899199.55323902,41436103.87192852,44480389.05435592,44649516.00893522,40083088.23529412,45326023.82725242,44480389.05435592,44649516.00893522,41943484.73566642,45833404.69099032,48032055.10052122,50399832.46463142,51414594.19210722,45495150.78183172,46002531.64556962,42112611.69024572,40759596.053611316,45156896.87267312,45156896.87267312,42112611.69024572,42958246.463142216,43634754.28145942,44818642.96351452,43634754.28145942,39237453.46239762,42619992.55398362,44311262.09977662,46171658.600148916,47693801.19136262,47017293.37304542,48201182.05510052,47693801.19136262,48877689.87341772,48032055.10052122,47186420.32762472,46171658.600148916,46509912.50930752,50230705.51005212,51752848.10126582,48877689.87341772,50907213.32836932,51414594.19210722,46509912.50930752,54628006.32911392,74077606.10573342,85578239.01712583,105027838.79374534,186039650.03723007,172509493.67088607,134286801.93596426,174200763.21667907,208026154.1325391,192804728.2204021,Sand and Gravel|Industrial,USGS,United States,US,National,metric tons,Annual production
Sand and Gravel|Industrial_Price_World,28.751582278481013,32.134121370067014,21.98650409530901,25.36904318689501,21.98650409530901,21.98650409530901,25.36904318689501,23.67777364110201,23.67777364110201,20.29523454951601,18.603965003723008,21.309996276991807,19.61872673119881,17.081822412509307,19.787853685778106,23.50864668652271,25.53817014147431,22.15563104988831,23.50864668652271,23.170392777364107,22.324758004467608,23.170392777364107,21.98650409530901,20.12610759493671,19.11134586746091,18.942218912881607,19.787853685778106,19.95698064035741,21.64825018615041,23.339519731943412,25.70729709605361,27.56769359642591,28.58245532390171,26.722058823529412,25.19991623231571,25.03078927773641,26.722058823529412,26.38380491437081,25.70729709605361,25.876424050632913,25.19991623231571,24.18515450483991,23.67777364110201,23.339519731943412,22.49388495904691,21.14086932241251,21.81737714072971,23.50864668652271,23.50864668652271,23.339519731943412,24.18515450483991,25.19991623231571,29.089836187639612,28.24420141474311,29.42809009679821,29.93547096053611,31.11935964259121,32.97975614296352,33.148883097542814,33.31801005212211,34.84015264333582,32.97975614296352,31.795867460908415,30.950232688011916,30.78110573343261,30.78110573343261,32.81062918838421,31.11935964259121,27.229439687267313,25.70729709605361,27.229439687267313,25.03078927773641,28.413328369322414,30.78110573343261,29.93547096053611,36.700549143708116,35.00927959791511,33.31801005212211,33.99451787043932,35.34753350707371,35.34753350707371,38.391818689501115,36.362295234549514,34.84015264333582,35.34753350707371,33.656263961280715,33.656263961280715,30.104597915115413,30.27372486969471,26.38380491437081,27.56769359642591,26.891185778108714,25.53817014147431,25.19991623231571,23.339519731943412,21.309996276991807,24.01602755026061,24.69253536857781,23.00126582278481,24.86166232315711,25.53817014147431,27.39856664184661,33.656263961280715,34.671025688756515,36.02404132539092,36.700549143708116,39.406580416976915,43.97300819061802,44.98776991809382,55.981021965748326,63.422607967237525,65.95951228592703,87.10038160833953,54.966260238272525,40.59046909903202,58.51792628443783,61.90046537602383,51.07634028294862,Sand and Gravel|Industrial,USGS,World,World,Global,2022 USD/metric ton,Price
Sand and Gravel|Industrial_Annual production_World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194495997.7661951,191113458.67460907,191113458.67460907,202952345.49516007,199569806.40357408,186039650.03723007,187730919.58302307,189422189.12881607,175892032.76247206,197878536.85778108,204643615.0409531,162361876.39612806,159994099.03201786,158810210.34996277,187730919.58302307,192804728.2204021,192804728.2204021,191113458.67460907,194495997.7661951,201261075.94936708,191113458.67460907,196187267.3119881,218173771.4072971,199569806.40357408,187730919.58302307,191113458.67460907,213099962.76991808,246925353.6857781,390683265.0781832,630843540.5807892,556427680.5658972,485394359.6425912,539514985.1079673,566575297.8406552,549662602.3827252,Sand and Gravel|Industrial,USGS,World,World,Global,metric tons,Annual production
