ID,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-Acid Battery Storage_Cumulative Rated Power_TW,2.0,Lead-Acid Battery Storage,Taiwan,kW,GESDB,Cumulative Rated Power,National,TW
Lead-Acid Battery Storage_Cumulative Rated Capacity_TW,7.2,Lead-Acid Battery Storage,Taiwan,kWh,GESDB,Cumulative Rated Capacity,National,TW
