ID,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2001,2002,2003,2004,2005,2006,2007,2010,2013,2016,Data Source,Country Name,Country Code,Spatial Scale,Metric,Technology Name,Unit
Microprocessor Clock Speed_Computing Capacity_World,1350000.0,2060000.0,2140000.0,2290000.0,1940000.0,2410000.0,2630000.0,4070000.0,5190000.0,5890000.0,7210000.0,9430000.0,12660000.0,15630000.0,19440000.0,21180000.0,29030000.0,34150000.0,53380000.0,78040000.0,140500000.0,184280000.0,337000000.0,413680000.0,1684000000.0,2317000000.0,3088000000.0,3990000000.0,5173000000.0,5631000000.0,6739000000.0,11511000000.0,19348000000.0,28751000000.0,Kurzweil,World,World,Global,Computing Capacity,Microprocessor Clock Speed,Hz
