ID,1985,1996,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_GR,315000.0,699000.0,749000.0,1429000.0,Pumped Hydro Storage,Greece,kW,GESDB,Cumulative Rated Power,National,GR
Pumped Hydro Storage_Cumulative Rated Capacity_GR,0.0,0.0,0.0,16320000.0,Pumped Hydro Storage,Greece,kWh,GESDB,Cumulative Rated Capacity,National,GR
