ID,1936,1942,1948,1950,1953,1956,1959,1963,1968,1970,1971,1972,1973,1974,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1989,1990,1991,1993,1994,2003,2006,2009,2011,2012,2013,Data Source,Country Name,Country Code,Spatial Scale,Metric,Technology Name,Unit
Hydropower Mega-Dams_Price_World,1707.746922,2501.583399,186.725196,189.39633300000003,196.519365,5331.716649,3900.8775960000003,234.42407100000003,2316.002976,3137.94999,916.454385,2589.094935,2493.4427910000004,1855.4862375,11245.105179000002,4756.5954135,3889.6333812000003,3270.9980520000004,2108.8414620000003,2030.1065190000004,7213.977855,4242.147147,5160.891078000001,7620.245073,4614.1347735,8906.206743,4397.963472,2342.587149,5814.810855000001,6288.842274750001,1816.6275540000001,7100.263737000001,1162.962171,1662.4011915,3362.579892,13176.973215,Ansar et al.,World,World,Global,Price,Hydropower Mega-Dams,2022 USD/kW
