ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_SA,20.0,Lithium-Ion Battery Storage,Saudi Arabia,kW,GESDB,Cumulative Rated Power,National,SA
Lithium-Ion Battery Storage_Cumulative Rated Capacity_SA,187.0,Lithium-Ion Battery Storage,Saudi Arabia,kWh,GESDB,Cumulative Rated Capacity,National,SA
