ID,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Country Name,Country Code,Spatial Scale,Unit,Technology Name,Metric,Data Source
Home Air Conditioning_Share of Households_US,0.1,0.12,0.12,0.12,0.13,0.14,0.14,0.16,0.17,0.19,0.21,0.25,0.31,0.37,0.44,0.47,0.49,0.5,0.51,0.52,0.53,0.55,0.55,0.565,0.58,0.58,0.58,0.6,0.61,0.62,0.63,0.65,0.68,0.69,0.7,0.69,0.68,0.69,0.71,0.72,0.73,0.74,0.75,0.76,0.78,0.83,0.87,0.89,0.89,0.89,0.89,0.88,0.87,0.885,0.887,United States,US,National,%,Home Air Conditioning,Share of Households,OWID
