ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sensible Heat Storage_Cumulative Rated Power_AE,100.0,Sensible Heat Storage,United Arab Emirates,kW,GESDB,Cumulative Rated Power,National,AE
Sensible Heat Storage_Cumulative Rated Capacity_AE,1000.0,Sensible Heat Storage,United Arab Emirates,kWh,GESDB,Cumulative Rated Capacity,National,AE
