ID,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_GR,800.0,Sodium-Based Battery Storage,Greece,kW,GESDB,Cumulative Rated Power,National,GR
Sodium-Based Battery Storage_Cumulative Rated Capacity_GR,2400.0,Sodium-Based Battery Storage,Greece,kWh,GESDB,Cumulative Rated Capacity,National,GR
