ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Metric,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Unit
Hydropower_Total Installed Cost_World,1406.9336124474348,1386.340321867115,1482.0429595458365,1675.6412866274177,1919.7546880571906,1688.6819210260721,2001.229234062237,2053.5950301093353,1609.8176414634145,1911.1964374264085,2074.8087938603867,2284.015230529857,Total Installed Cost,Hydropower,World,World,Global,IRENA,2022 USD/kW
Hydropower_Levelized Cost of Energy_World,0.041595995033439866,0.039111911438351556,0.04069197204237173,0.045479047718982334,0.04541931540870479,0.0391240620146846,0.05176576639756097,0.05426113725544995,0.042616603863507144,0.04429811931941126,0.049173430560025225,0.05167030125133725,Levelized Cost of Energy,Hydropower,World,World,Global,IRENA,2022 USD/kWh
