ID,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Heat Thermal Battery Storage_Cumulative Rated Power_GB,1400.0,Heat Thermal Battery Storage,United Kingdom,kW,GESDB,Cumulative Rated Power,National,GB
Heat Thermal Battery Storage_Cumulative Rated Capacity_GB,5600.0,Heat Thermal Battery Storage,United Kingdom,kWh,GESDB,Cumulative Rated Capacity,National,GB
